TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,EventAlert_Machine,RangeW_Machine,PupilChange_Human,Reliability_Machine,AverageTrust_Human,TrustChange_Human,ModeDelta_H2M
88,3, ,autonomous,0,125,15,15.6777547802,4.46,4.46,188.7219747867, ,0, ,,0,0.195,0,3.6375838926,0,12
89,0, ,manual,0,-15.982604715,0,15.6372701389,4.34,4.1,175.3217153477, ,0, ,,0,-0.24,0,3.6375838926,-3,0
90,0, ,manual,0,-12.7800411994,0,15.4713247438,4.06,3.84,176.3233064146, ,0, ,,0,-0.27,0,3.6375838926,0,0
91,0, ,manual,0,5.9684138247,0,15.3055400733,4.01,3.87,177.3364071644, ,0, ,,0,-0.01,0,3.6375838926,0,0
92,0, ,manual,0,54.0837720302,0,15.1412988217,3.82,3.74,178.3612171369, ,0, ,,0,-0.16,0,3.6375838926,0,0
93,0, ,manual,0,75.468986038,0,14.9865818921,3.63,3.77,173.5147140478, ,0, ,,0,-0.08,0,3.6375838926,0,-12
94,0, ,manual,0,80.3634699016,0,14.8170713804,3.78,3.77,174.3314389317, ,0, ,,0,0.075,0,3.6375838926,0,-12
95,0, ,manual,0,80.3085374228,0,14.6650179903,3.76,3.75,175.9881735947, ,0, ,,0,-0.02,0,3.6375838926,0,-12
96,0, ,manual,0,43.6795605402,0,14.5061277635,3.72,3.62,174.1674794482, ,0, ,,0,-0.085,0,3.6375838926,0,-12
97,0, ,manual,0,46.2009613184,0,14.3409144189,5,5,178.7054576647, ,0, ,,0,1.33,0,3.6375838926,0,-12
98,0, ,manual,0,29.2103456168,0,14.1926085903,4.09,4.01,183.3046156102, ,0, ,,0,-0.95,0,3.6375838926,0,-12
99,0, ,manual,0,12.703135729,0,14.0377693723,4.24,4.16,179.571900589, ,0, ,,0,0.15,0,3.6375838926,0,-12
100,0, ,manual,0,24.5850308995,0,13.8766433712,3.74,3.72,175.9881735947, ,0, ,,0,-0.47,0,3.6375838926,0,-12
101,0, ,manual,0,41.2350652323,0,13.7244766933,3.87,3.77,172.8668233993, ,0, ,,0,0.09,0,3.6375838926,0,-12
102,3, ,autonomous,0,-10.7847057793,20,13.5830016374,3.96,3.86,173.1901627988, ,0, ,,0,0.09,0,3.6375838926,3,0
103,3, ,autonomous,0,28.8786673625,20,13.7093336725,4.15,4.07,173.1901627988, ,0, ,,0,0.2,0,3.6375838926,0,0
104,3, ,autonomous,0,43.7713498866,20,13.9085874515,3.92,3.83,172.705606024, ,0, ,,0,-0.235,0,3.6375838926,0,0
105,3, ,autonomous,0,88.6947825461,20,14.0891307468,3.87,3.84,169.6986152593, ,0, ,,0,-0.02,0,3.6375838926,0,0
106,3, ,autonomous,0,66.8603343689,20,14.2510054212,3.6,3.47,163.553694678, ,0, ,,0,-0.32,0,3.6375838926,0,0
107,3, ,autonomous,0,-13.5208240239,20,14.4198694094,3.78,3.69,162.2639060167, ,0, ,,0,0.2,0,3.6375838926,0,0
108,3, ,autonomous,0,6.7927099662,20,14.5644095931,3.59,3.53,163.6982713463, ,0, ,,0,-0.175,0,3.6375838926,0,0
109,3, ,autonomous,0,-0.2443639847,20,14.7092828198,3.56,3.47,165.7495193264, ,0, ,,0,-0.045,0,3.6375838926,0,0
110,3, ,autonomous,0,-0.7918485239,20,14.8550549889,3.94,3.72,169.2333728211, ,0, ,,0,0.315,0,3.6375838926,0,0
111,1, ,autonomous,0,-0.5944147553,20,14.9810315661,3.98,3.71,174.3314389317, ,0, ,,0,0.015,0,3.6375838926,-2,0
112,1, ,autonomous,0,-0.1793932436,20,15.1137571539,3.89,3.57,177.3364071644, ,0, ,,0,-0.115,0,3.6375838926,0,0
113,1, ,autonomous,0,-0.0243611521,20,15.2337348475,3.79,3.56,177.6766994776, ,0, ,,0,-0.055,0,3.6375838926,0,0
114,1, ,autonomous,0,-0.0140923083,20,15.3419061151,3.8,3.61,177.6766994776, ,0, ,,0,0.03,0,3.6375838926,0,0
115,1, ,autonomous,0,0.0108225241,20,15.4500254077,3.75,3.63,178.3612171369, ,0, ,,0,-0.015,0,3.6375838926,0,0
116,1, ,autonomous,0,0.0231820123,20,15.5570881429,3.81,3.57,178.7054576647, ,0, ,,0,0,0,3.6375838926,0,0
117,1, ,autonomous,0,0.0008458493,15,15.6533803279,3.6,3.43,179.7461983679, ,0, ,,0,-0.175,0,3.6375838926,0,0
118,1, ,autonomous,0,-0.0018676261,15,15.6663969837,5,3.39,181.1528567806, ,0, ,,0,0.68,0,3.6375838926,0,0
119,1, ,autonomous,0,0.0033974129,15,15.6482571836,3.6,3.6,182.2223841977, ,0, ,,0,-0.595,0,3.6375838926,0,0
120,1, ,autonomous,0,0.0012815026,15,15.6586846133,3.45,3.32,182.9424463064, ,0, ,,0,-0.215,0,3.6375838926,0,0
121,1, ,autonomous,0,-0.021947342,15,15.6556937666,3.51,3.34,184.216343674, ,0, ,,0,0.04,0,3.6375838926,0,0
122,1, ,autonomous,0,-60.0434339438,15,15.6563883513,3.66,3.63,185.3224610823, ,0, ,,0,0.22,0,3.6375838926,0,0
123,1, ,autonomous,0,-63.2305083642,15,15.6665154329,3.64,3.53,185.6941246379, ,0, ,,0,-0.06,0,3.6375838926,0,0
124,1, ,autonomous,0,-63.1725658162,15,15.6489778996,3.75,3.59,186.4419419793, ,0, ,,0,0.085,0,3.6375838926,0,0
125,1, ,autonomous,0,-63.2524675401,15,15.6650778786,3.61,3.55,187.9557927975, ,0, ,,0,-0.09,0,3.6375838926,0,0
126,1, ,autonomous,0,-57.0602332854,15,15.6510632859,3.8,5,189.3007231288, ,0, ,,0,0.82,0,3.6375838926,0,0
127,1, ,autonomous,0,-62.4591766554,15,15.6688061697,4,3.85,189.4944288638, ,0, ,,0,-0.475,0,3.6375838926,0,0
128,1, ,autonomous,0,-104.1738932786,20,15.6459944285,3.59,3.44,188.5298442743, ,0, ,,0,-0.41,0,3.6375838926,0,0
129,1, ,autonomous,0,92.5560599408,15,15.6712811624,3.66,3.62,188.5298442743, ,0, ,,0,0.125,0,3.6375838926,0,0
130,2, ,autonomous,0,90.1525661654,20,15.6409717451,3.57,3.51,188.9144972985, ,0, ,,0,-0.1,0,3.6375838926,1,0
131,3, ,autonomous,0,60.1111562633,15,15.6739225076,3.56,3.56,189.4944288638, ,0, ,,0,0.02,0,3.6375838926,1,0
132,3, ,autonomous,0,54.2774573283,20,15.6370845045,4.14,3.99,190.0779319521, ,0,truck detected,truck detected,32.2087059021,0.505,0,3.6375838926,0,0
133,3, ,autonomous,0,52.5381367864,15,15.6742648632,3.64,3.47,191.05846389, ,0,truck detected,,8.6274213791,-0.51,0,3.6375838926,0,0
134,3, ,autonomous,0,53.3217980378,20,15.6360513625,3.71,3.57,191.8502033612, ,0, ,,0,0.085,0,3.6375838926,0,0
135,3, ,autonomous,0,51.4685122758,15,15.6736794638,3.83,3.77,192.0491645861, ,0, ,,0,0.16,0,3.6375838926,0,0
136,3, ,autonomous,0,-20.1036226317,20,15.6335662327,3.85,3.79,189.1074130106, ,0, ,,0,0.02,0,3.6375838926,0,0
137,3, ,autonomous,0,-7.7968781334,15,15.6747511576,3.52,3.43,189.6885314314, ,0, ,,0,-0.345,0,3.6375838926,0,0
138,4, ,autonomous,0,-2.1626373399,20,15.6361874641,3.38,3.3,187.3852265487, ,0, ,,0,-0.135,0,3.6375838926,1,0
139,4, ,autonomous,82.2339744568,0.0918211018,0,13.6453711501,3.7,3.68,179.9208348327, ,0,pedestrian detected,pedestrian detected,25.9220085144,0.35,0,3.6375838926,0,0
140,4, ,autonomous,100,0.2048929935,0,7.3603689542,3.41,3.42,175.4878562403, ,0,pedestrian detected,,16.0130004883,-0.275,0,3.6375838926,0,0
141,4, ,autonomous,0,-0.0657636901,20,1.7264683966,3.49,3.39,174.0038280842, ,0, ,,0,0.025,0,3.6375838926,0,0
142,4, ,autonomous,0,-0.0634817919,20,2.5567844795,3.82,3.79,174.8251748252, ,0, ,,0,0.365,0,3.6375838926,0,0
143,4, ,autonomous,0,-0.0090944445,20,3.8779350864,3.75,3.71,174.3314389317, ,0, ,,0,-0.075,0,3.6375838926,0,0
144,4, ,autonomous,0,7.2973153206,20,4.705361438,3.61,3.56,207.5463866174, ,0, ,,0,-0.145,0,3.6375838926,0,0
145,4, ,autonomous,0,6.1475471431,20,5.2231043134,3.72,3.66,183.1233518898, ,0, ,,0,0.105,0,3.6375838926,0,0
146,4, ,autonomous,0,-1.0997032018,20,6.1200324886,3.76,3.7,181.5079681998, ,0, ,,0,0.04,0,3.6375838926,0,0
147,4, ,autonomous,0,-0.1002693132,20,6.781262342,3.55,3.52,181.8644745935, ,0, ,,0,-0.195,0,3.6375838926,0,0
148,4, ,autonomous,0,-0.0228622313,20,7.332032735,4,3.89,183.1233518898, ,0, ,,0,0.41,0,3.6375838926,0,0
149,4, ,autonomous,0,-0.0318132943,20,7.7629578124,3.66,3.64,184.3997787203, ,0, ,,0,-0.295,0,3.6375838926,0,0
150,4, ,autonomous,0,-0.0152074442,20,8.1184181398,3.31,3.34,186.8181138843, ,0, ,,0,-0.325,0,3.6375838926,0,0
151,4, ,autonomous,0,0.0126586615,20,8.42237515,3.53,3.45,187.575030012, ,0, ,,0,0.165,0,3.6375838926,0,0
152,4, ,autonomous,0,-0.0057087067,20,8.7391664789,3.3,3.29,187.7652183709, ,0, ,,0,-0.195,0,3.6375838926,0,0
153,4, ,autonomous,0,-0.0080139127,20,9.0551453967,3.25,3.23,188.7219747867, ,0, ,,0,-0.055,0,3.6375838926,0,0
154,4, ,autonomous,0,0.0308876131,20,9.5235845298,3.17,3.22,189.8830320523, ,0, ,,0,-0.045,0,3.6375838926,0,0
155,4, ,autonomous,0,0.0282649878,20,9.9089626651,3.21,3.23,191.05846389, ,0, ,,0,0.025,0,3.6375838926,0,0
156,4, ,autonomous,0,0.0051243565,20,10.1972910333,3.3,3.21,193.0501930502, ,0, ,,0,0.035,0,3.6375838926,0,0
157,4, ,autonomous,0,0.0003022779,20,10.4851640219,3.22,3.18,193.2516523016, ,0, ,,0,-0.055,0,3.6375838926,0,0
158,4, ,autonomous,0,-0.0203096044,20,10.718364926,3.57,3.55,241.3302121293, ,0, ,,0,0.36,0,3.6375838926,0,0
159,4, ,autonomous,0,-0.0220296084,20,10.939890353,3.6,3.57,233.6339423391, ,0, ,,0,0.025,0,3.6375838926,0,0
160,4, ,autonomous,0,-0.0133417783,20,11.1487073618,3.95,3.86,219.8672002111, ,0, ,,0,0.32,0,3.6375838926,0,0
161,4, ,autonomous,0,0.0231079465,20,11.3554364584,3.91,3.89,232.7367514604, ,0, ,,0,-0.005,0,3.6375838926,0,0
162,4, ,autonomous,0,0.0015467925,20,11.5600477439,3.74,3.7,234.3731689596, ,0, ,,0,-0.18,0,3.6375838926,0,0
163,4, ,autonomous,0,0.0188493052,20,11.7736914794,3.73,3.66,257.652272493, ,0, ,,0,-0.025,0,3.6375838926,0,0
164,4, ,autonomous,0,-0.0239410685,20,11.9659768505,3.36,3.39,234.0440470897, ,0, ,,0,-0.32,0,3.6375838926,0,0
165,4, ,autonomous,0,-0.0046023669,20,12.177368448,3.42,3.45,236.4513383146, ,0, ,,0,0.06,0,3.6375838926,0,0
166,4, ,autonomous,0,-0.0211708245,20,12.3675867066,3.66,3.66,239.6817026988, ,0, ,,0,0.225,0,3.6375838926,0,0
167,4, ,autonomous,0,-0.0007183409,20,12.5667335484,3.86,3.87,237.9705868355, ,0, ,,0,0.205,0,3.6375838926,0,0
168,4, ,autonomous,0,-0.0008131842,20,12.7746266213,3.87,3.93,236.5352319228, ,0, ,,0,0.035,0,3.6375838926,0,0
169,4, ,autonomous,0,0.0024153207,20,13.1077071893,3.79,3.84,236.200014172, ,0, ,,0,-0.085,0,3.6375838926,0,0
170,4, ,autonomous,0,0.0214462759,20,13.356815543,3.88,3.93,233.0622043023, ,0, ,,0,0.09,0,3.6375838926,0,0
171,4, ,autonomous,0,-0.0187415531,20,13.5590178596,3.9,3.9,230.0860521835, ,0, ,,0,-0.005,0,3.6375838926,0,0
172,4, ,autonomous,0,0.0204896242,20,13.7585151941,3.67,3.74,229.6105804555, ,0, ,,0,-0.195,0,3.6375838926,0,0
173,4, ,autonomous,0,0.0204373509,20,13.9473819241,3.82,3.92,229.8480704254, ,0, ,,0,0.165,0,3.6375838926,0,0
174,4, ,autonomous,0,0.0011694426,20,14.1255227131,3.75,3.68,230.0860521835, ,0, ,,0,-0.155,0,3.6375838926,0,0
175,4, ,autonomous,0,-0.0044319905,20,14.2937581683,3.59,3.57,230.404128842, ,0, ,,0,-0.135,0,3.6375838926,0,0
176,4, ,autonomous,0,-0.0220933386,20,14.4603202098,3.3,3.31,233.9619110009, ,0, ,,0,-0.275,0,3.6375838926,0,0
177,4, ,autonomous,0,0.0001588685,20,14.6028349144,3.78,3.73,237.462006079, ,0, ,,0,0.45,0,3.6375838926,0,0
178,4, ,autonomous,0,85.2440685647,20,14.7463240884,4.08,3.95,237.8008180348, ,0, ,,0,0.26,0,3.6375838926,0,0
179,4, ,autonomous,0,92.7774332297,20,14.8904731397,4.32,3.94,239.9404947573, ,0, ,,0,0.115,0,3.6375838926,0,0
0,3, ,autonomous,0,0,20,0,3.1,3.15,246.5057805606, ,0, ,,0,0,1,3.5248618785,0,0
1,3, ,autonomous,0,-4.2528008177,20,1.1006633018,3.52,3.48,249.5508085446, ,0, ,,0,0.375,1,3.5248618785,0,0
2,3, ,autonomous,0,-2.6412022993,20,3.0641576339,3.46,3.51,252.576278036, ,0, ,,0,-0.015,1,3.5248618785,0,0
3,3, ,autonomous,0,-1.7554895691,20,4.228419128,3.52,3.46,247.8806206931, ,0, ,,0,0.005,1,3.5248618785,0,0
4,3, ,autonomous,0,-1.3694132434,20,4.922054457,3.4,3.37,239.2516209297, ,0, ,,0,-0.105,1,3.5248618785,0,0
5,3, ,autonomous,0,-1.0986110155,20,5.5085619424,3.38,3.39,237.1241582092, ,0, ,,0,0,1,3.5248618785,0,0
6,3, ,autonomous,0,-0.8476986495,20,6.3703043253,3.63,3.61,236.7031978602, ,0, ,,0,0.235,1,3.5248618785,0,0
7,3, ,autonomous,0,-0.6187611406,20,7.0058866253,3.44,3.45,241.2428833349, ,0, ,,0,-0.175,1,3.5248618785,0,0
8,4, ,autonomous,0,-0.4375917217,20,7.4926851533,3.79,3.82,243.2675700002, ,0, ,,0,0.36,1,3.5248618785,1,0
9,4, ,autonomous,0,-0.3040025952,20,7.8946525752,3.4,3.4,243.7122246052, ,0, ,,0,-0.405,1,3.5248618785,0,0
10,5, ,autonomous,0,-0.2084297242,20,8.2316245439,3.55,3.46,244.965949733, ,0, ,,0,0.105,1,3.5248618785,1,0
11,5, ,autonomous,0,-0.1435549888,20,8.5492553783,3.6,3.57,243.7122246052, ,0, ,,0,0.08,1,3.5248618785,0,0
12,5, ,autonomous,0,-0.0899856117,20,8.8657202165,3.43,3.34,244.6962096557, ,0, ,,0,-0.2,1,3.5248618785,0,0
13,5, ,autonomous,0,-0.0610093358,20,9.1813648795,3.37,3.37,247.2371251267, ,0, ,,0,-0.015,1,3.5248618785,0,0
14,5, ,autonomous,0,-0.0354713365,20,9.6906158378,3.28,3.25,245.6881725714, ,0, ,,0,-0.105,1,3.5248618785,0,0
15,5, ,autonomous,0,-0.0235431697,20,10.0182550428,3.48,3.27,245.7787499693, ,0, ,,0,0.11,1,3.5248618785,0,0
16,5, ,autonomous,0,-0.0144019398,20,10.3108668157,3.37,3.3,246.0508833227, ,0, ,,0,-0.04,1,3.5248618785,0,0
17,5, ,autonomous,0,-0.0069515245,20,10.5614429278,3.16,3.15,246.0508833227, ,0, ,,0,-0.18,1,3.5248618785,0,0
18,5, ,autonomous,0,-0.0058472278,20,10.8097219419,3.69,3.57,252.3850386149, ,0, ,,0,0.475,1,3.5248618785,0,0
19,1, ,autonomous,0,-0.0049489257,20,11.0239140802,3.54,3.54,266.8303225979, ,0, ,,0,-0.09,1,3.5248618785,-4,0
20,1, ,autonomous,0,0.0001731591,20,11.2316557686,3.48,3.35,260.878639257, ,0, ,,0,-0.125,1,3.5248618785,0,0
21,1, ,autonomous,0,0.0003699338,20,11.4374756587,5,5.91,252.9596276434, ,0, ,,0,2.04,1,3.5248618785,0,0
22,1, ,autonomous,0,0.0006648767,20,11.6416117127,3.75,3.65,250.3003604325, ,0, ,,0,-1.755,1,3.5248618785,0,0
23,1, ,autonomous,0,-0.0008952524,20,11.7940158125,3.7,3.53,251.0544286001, ,0, ,,0,-0.085,1,3.5248618785,0,0
24,1, ,autonomous,0,-0.0017405986,20,12.0466863685,3.84,3.54,248.5274747123, ,0, ,,0,0.075,1,3.5248618785,0,0
25,1, ,autonomous,0,-0.0001892159,20,12.2476024625,3.48,3.35,243.5341678437, ,0, ,,0,-0.275,1,3.5248618785,0,0
26,1, ,autonomous,0,-0.0026304134,20,12.4474171339,3.5,3.47,244.6064282569, ,0, ,,0,0.07,1,3.5248618785,0,0
27,1, ,autonomous,0,-0.0002724793,20,12.6461154691,3.39,3.4,240.2864214143, ,0, ,,0,-0.09,1,3.5248618785,0,0
28,1,pedestrian alarm,autonomous,0,-0.0012663576,0,12.8734702543,3.41,3.37,241.0684152162, ,0,pedestrian detected,pedestrian detected,38.1895446777,-0.005,1,3.5248618785,0,0
29,1,pedestrian alarm,autonomous,33.4935474396,-0.0050395101,0,12.4832993179,3.33,3.33,243.9797984727,pedestrian detected,27.7416706085,pedestrian detected,,25.3012905121,-0.06,1,3.5248618785,0,0
30,1,pedestrian alarm,autonomous,85.3305864334,0.0076188173,0,8.8311969647,3.47,3.52,245.3265296109,pedestrian detected,19.0436820984,pedestrian detected,,14.9338827133,0.165,1,3.5248618785,0,0
31,1,pedestrian alarm,autonomous,100,0.0029677963,0,2.1077653765,4.72,3.29,245.7787499693, ,0,pedestrian detected,,9.244269371,0.51,1,3.5248618785,0,0
32,1,pedestrian alarm,autonomous,100,0.0001317296,0,0.0078254623,3.69,3.61,244.5167127173, ,0,pedestrian detected,,8.9337301254,-0.355,1,3.5248618785,0,0
33,1,pedestrian alarm,autonomous,100,0.0016171186,0,0.0023907934,3.77,3.65,244.6962096557, ,0,pedestrian detected,,9.1149349213,0.06,1,3.5248618785,0,0
34,1,pedestrian alarm,autonomous,100,-0.0071975087,0,0.0002981926,3.54,3.58,245.1461070798, ,0,pedestrian detected,,9.2231254578,-0.15,1,3.5248618785,0,0
35,1,pedestrian alarm,autonomous,100,-0.0069378327,0,0.000022976,3.7,3.62,247.2371251267, ,0,pedestrian detected,,9.4415826797,0.1,1,3.5248618785,0,0
36,1,pedestrian alarm,autonomous,100,-0.0069378327,0,1.19770498247684E-06,3.85,3.61,253.2479043736, ,0,pedestrian detected,,9.631114006,0.07,1,3.5248618785,0,0
37,1,pedestrian alarm,autonomous,100,-0.0069378327,0,1.12564202108561E-07,3.64,3.67,252.4806221123, ,0,pedestrian detected,,9.8894844055,-0.075,1,3.5248618785,0,0
38,2, ,autonomous,0,-0.0046522593,20,0.0792475305,3.89,3.89,257.5527339223, ,0, ,,0,0.235,1,3.5248618785,1,0
39,4, ,autonomous,0,0.0020596943,20,1.5323418179,3.92,3.63,258.6519062645, ,0, ,,0,-0.115,1,3.5248618785,2,0
40,4, ,autonomous,0,-0.0018859062,20,3.3064532967,3.9,3.84,275.4289806373, ,0, ,,0,0.095,1,3.5248618785,0,0
41,4, ,autonomous,0,0.0009320988,20,4.4415081306,3.37,3.4,286.8041414518, ,0, ,,0,-0.485,1,3.5248618785,0,0
42,4, ,autonomous,0,53.5305624363,20,5.0237587772,3.83,3.7,269.4183258345, ,0, ,,0,0.38,1,3.5248618785,0,0
43,4, ,autonomous,0,81.0216542501,20,5.7882092745,3.91,3.93,305.18509476, ,0, ,,0,0.155,1,3.5248618785,0,0
44,4, ,autonomous,0,54.0293674981,20,6.5406227505,3.64,3.69,269.5272492049, ,0, ,,0,-0.255,1,3.5248618785,0,0
45,4, ,autonomous,0,41.4610801982,20,7.088693134,3.36,3.38,269.2007429941, ,0, ,,0,-0.295,1,3.5248618785,0,0
46,4, ,autonomous,0,30.8621815778,20,7.5823194766,3.62,3.62,263.8731297992, ,0, ,,0,0.25,1,3.5248618785,0,0
47,4, ,autonomous,0,22.9577139866,20,7.9681281425,3.75,3.64,259.7605008182, ,0, ,,0,0.075,1,3.5248618785,0,0
48,4, ,autonomous,0,0.7788709324,20,8.2971104389,3.65,3.67,260.3692035306, ,0, ,,0,-0.035,1,3.5248618785,0,0
49,4, ,autonomous,0,-2.784508714,20,8.6143041737,3.51,3.48,278.6524368156, ,0, ,,0,-0.165,1,3.5248618785,0,0
50,4, ,autonomous,0,4.2742908686,20,8.9305035676,3.58,3.59,279.2360102759, ,0, ,,0,0.09,1,3.5248618785,0,0
51,4, ,autonomous,0,14.2161599464,20,9.2834210396,3.72,3.7,266.0848278431, ,0, ,,0,0.125,1,3.5248618785,0,0
52,4, ,autonomous,0,12.598780188,20,9.7631024758,3.34,3.31,265.5548769153, ,0, ,,0,-0.385,1,3.5248618785,0,0
53,4, ,autonomous,0,11.0722543566,20,10.0805913294,3.76,3.63,269.2007429941, ,0, ,,0,0.37,1,3.5248618785,0,0
54,4, ,autonomous,0,10.2185029783,20,10.3671507341,3.93,3.84,287.4223959531, ,0, ,,0,0.19,1,3.5248618785,0,0
55,4, ,autonomous,0,15.1013290174,20,10.612110113,4.02,3.96,323.5512990585, ,0, ,,0,0.105,1,3.5248618785,0,0
56,4, ,autonomous,0,-101.2190324435,20,10.8560513112,3.82,3.77,318.1471112242, ,0, ,,0,-0.195,1,3.5248618785,0,0
57,4, ,autonomous,0,-56.2699393769,20,11.0566207488,3.96,3.92,315.4375118289, ,0, ,,0,0.145,1,3.5248618785,0,0
58,4, ,autonomous,0,-46.426211108,20,11.2744687155,3.04,3.03,313.9520281301, ,0, ,,0,-0.905,1,3.5248618785,0,0
59,4, ,autonomous,0,-39.4834340811,20,11.4796780209,2.95,2.87,272.0570231521, ,0, ,,0,-0.125,1,3.5248618785,0,0
60,4, ,autonomous,0,-31.5409801819,20,11.6836098711,2.81,2.74,269.7453603798, ,0, ,,0,-0.135,1,3.5248618785,0,0
61,4, ,autonomous,0,-32.4036842408,20,11.8863352139,3,2.95,268.6583203482, ,0, ,,0,0.2,1,3.5248618785,0,0
62,4, ,autonomous,0,-28.1346235486,20,12.0880036753,2.92,3.07,264.8164821779, ,0, ,,0,0.02,1,3.5248618785,0,0
63,4, ,autonomous,0,-24.2395100316,20,12.2886428816,3.2,3.23,262.2125494926, ,0, ,,0,0.22,1,3.5248618785,0,0
64,4, ,autonomous,0,-17.7179525478,20,12.4882040399,3.07,3.06,259.9630852419, ,0, ,,0,-0.15,1,3.5248618785,0,0
65,4, ,autonomous,0,-12.6052452629,20,12.6866596984,2.99,2.94,257.7518880326, ,0, ,,0,-0.1,1,3.5248618785,0,0
66,4, ,autonomous,0,-9.0257911555,20,12.9697598777,3.22,3.14,253.3441426834, ,0, ,,0,0.215,1,3.5248618785,0,0
67,4, ,autonomous,0,-7.0093515707,20,13.2571416112,3.28,3.31,249.4574300896, ,0, ,,0,0.115,1,3.5248618785,0,0
68,4, ,autonomous,0,-5.6586475028,20,13.4762838386,3.31,3.33,248.1574310743, ,0, ,,0,0.025,1,3.5248618785,0,0
69,4, ,autonomous,0,-4.65870856,20,13.6810377822,3.13,3.13,248.6201581224, ,0, ,,0,-0.19,1,3.5248618785,0,0
70,4, ,autonomous,0,-3.6495696186,20,13.8738739291,3.32,3.26,249.4574300896, ,0, ,,0,0.16,1,3.5248618785,0,0
71,4, ,autonomous,0,-2.2529092938,20,14.056256057,3.42,3.29,254.9914577862, ,0, ,,0,0.065,1,3.5248618785,0,0
72,4, ,autonomous,0,0.4598754542,20,14.2283277019,3.67,3.6,258.5515939706, ,0, ,,0,0.28,1,3.5248618785,0,0
73,4, ,autonomous,0,5.1893735604,20,14.3908608355,3.26,3.23,268.8750268875, ,0, ,,0,-0.39,1,3.5248618785,0,0
74,4, ,autonomous,0,13.3707601476,20,14.5443596723,3.05,3.05,271.1717330585, ,0, ,,0,-0.195,1,3.5248618785,0,0
75,3, ,autonomous,0,38.8545363787,20,14.6830165506,3.39,3.2,260.6746259319, ,0, ,,0,0.245,1,3.5248618785,-1,0
76,3, ,autonomous,0,9.6545093431,20,14.8298639162,3.3,3.26,260.2675550466, ,0, ,,0,-0.015,1,3.5248618785,0,0
77,3, ,autonomous,0,18.5045848249,20,14.9635281072,3.52,3.47,262.4189781405, ,0, ,,0,0.215,1,3.5248618785,0,0
78,5, ,autonomous,0,14.0557793629,20,15.0846581539,3.37,3.32,262.5223143967, ,0, ,,0,-0.15,1,3.5248618785,2,0
79,5, ,autonomous,0,10.5085718245,20,15.2120596384,3.47,3.55,259.4572155052, ,0, ,,0,0.165,1,3.5248618785,0,0
80,5, ,autonomous,0,9.5124966087,20,15.321297569,3.38,3.35,255.3821794315, ,0, ,,0,-0.145,1,3.5248618785,0,0
81,5, ,autonomous,0,15.6619955201,20,15.4358194521,3.12,3.15,254.0198643534, ,0, ,,0,-0.23,1,3.5248618785,0,0
82,5, ,autonomous,0,15.1763541601,20,15.5387060644,3.29,3.31,254.4076118757, ,0, ,,0,0.165,1,3.5248618785,0,0
83,5, ,autonomous,0,5.9088835695,20,15.6359892104,3.3,3.34,255.0890260701, ,0, ,,0,0.02,1,3.5248618785,0,0
84,5, ,autonomous,0,18.3330865794,15,15.6742321727,3.07,3.23,256.3642423155, ,0, ,,0,-0.17,1,3.5248618785,0,0
85,5, ,autonomous,0,20.1296630023,20,15.6363809181,3.42,3.43,257.2545791315, ,0, ,,0,0.275,1,3.5248618785,0,0
86,5, ,autonomous,0,30.0390738251,15,15.6680555886,3.54,3.57,258.2511233924, ,0, ,,0,0.13,1,3.5248618785,0,0
87,5, ,autonomous,0,37.0920755962,20,15.6410896271,3.19,3.18,259.1546375722, ,0, ,,0,-0.37,1,3.5248618785,0,0
88,5, ,autonomous,0,47.6663201327,15,15.6665295678,5.49,5,260.2675550466, ,0, ,,0,2.06,1,3.5248618785,0,0
89,5, ,autonomous,0,53.8959097326,15,15.6475210938,3.37,3.28,261.2876254181, ,0, ,,0,-1.92,1,3.5248618785,0,0
90,5,truck alarm,autonomous,0,8.9934691989,15,15.6626199659,3.52,3.53,262.1094569092, ,0,truck detected,truck detected,36.0766105652,0.2,1,3.5248618785,0,0
91,5,truck alarm,autonomous,0,-1.0309096497,15,15.6550456991,3.37,3.37,262.7292312543, ,0,truck detected,,11.9559497833,-0.155,1,3.5248618785,0,0
92,5, ,autonomous,0,-5.8186146368,15,15.6557810776,3.3,3.41,263.3519435373, ,0, ,,0,-0.015,1,3.5248618785,0,0
93,5, ,autonomous,0,-8.2050048215,15,15.662695677,3.46,3.42,263.2479532472, ,0, ,,0,0.085,1,3.5248618785,0,0
94,5, ,autonomous,0,-9.7883636174,15,15.6509828479,3.38,3.42,267.0440889791, ,0, ,,0,-0.04,1,3.5248618785,0,0
95,5, ,autonomous,0,-14.7194127461,15,15.6661252938,3.46,3.45,272.2792495984, ,0, ,,0,0.055,1,3.5248618785,0,0
96,5, ,autonomous,0,-14.8821133657,20,15.6460320485,3.21,3.3,268.2259535433, ,0, ,,0,-0.2,1,3.5248618785,0,0
97,5, ,autonomous,0,-13.2998689978,15,15.6727571892,3.34,3.37,274.8611950965, ,0, ,,0,0.1,1,3.5248618785,0,0
98,5, ,autonomous,0,-13.2009674604,20,15.6410230377,3.32,3.31,268.5500980208, ,0, ,,0,-0.04,1,3.5248618785,0,0
