TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,EventAlert_Machine,RangeW_Machine,PupilChange_Human,Reliability_Machine,AverageTrust_Human,TrustChange_Human
50,2, ,autonomous,0,1,0,1.1165026322,1,0,-6.7945400479,15,0,15,-6.7945400479,1,15.6710657704,3.21,3.33,143.1926227161, ,0, ,,0,-0.03,0,2.3611111111,0
51,2, ,autonomous,0,1,0,1.1165026322,1,0,-2.4598031377,20,0,20,-2.4598031377,1,15.6367081766,3.01,3.11,143.8600529405, ,0, ,,0,-0.21,0,2.3611111111,0
52,2, ,autonomous,0,1,0,1.1165026322,1,0,-0.9854104421,15,0,15,-0.9854104421,1,15.6683798781,2.76,2.83,143.9718966858, ,0, ,,0,-0.265,0,2.3611111111,0
53,2, ,autonomous,0,1,0,1.1165026322,1,0,2.5814956824,20,0,20,2.5814956824,1,15.641378658,2.72,2.74,144.6466282871, ,0, ,,0,-0.065,0,2.3611111111,0
54,2, ,autonomous,0,1,0,1.1165026322,1,0,8.9833134734,15,0,15,8.9833134734,1,15.6647816213,2.7,2.76,145.3277139951, ,0, ,,0,-4.44089209850063E-16,0,2.3611111111,0
55,2, ,autonomous,0,1,0,1.1165026322,1,0,24.9943837688,15,0,15,24.9943837688,1,15.6477557579,2.89,2.93,145.7853456571, ,0, ,,0,0.18,0,2.3611111111,0
56,2, ,autonomous,0,1,0,1.1165026322,1,0,69.9219797669,15,0,15,69.9219797669,1,15.6606572463,3.22,3.32,146.0152439915, ,0, ,,0,0.36,0,2.3611111111,0
57,2, ,autonomous,0,1,0,1.1165026322,1,0,28.9629535385,15,0,15,28.9629535385,1,15.6553096199,3.46,3.52,146.0152439915, ,0, ,,0,0.22,0,2.3611111111,0
58,2, ,autonomous,0,1,0,1.1165026322,1,0,12.8233722724,15,0,15,12.8233722724,1,15.6559884073,3.47,3.49,146.4772227919, ,0, ,,0,-0.01,0,2.3611111111,0
59,2, ,autonomous,0,1,0,1.1165026322,1,0,-45.4466581345,15,0,15,-45.4466581345,1,15.6630507322,3.7,3.74,147.0588235294,obstacle detected,35.9617881775,obstacle detected,obstacle detected,32.8076782227,0.24,0,2.3611111111,0
60,2, ,autonomous,0,1,0,1.1165026322,1,0,13.3892244101,15,0,15,13.3892244101,1,15.6511562527,3.65,3.65,147.6450612727, ,0,obstacle detected,,17.4348621368,-0.07,0,2.3611111111,0
61,2, ,autonomous,0,1,0,1.1165026322,1,0,-10.1298406359,15,0,15,-10.1298406359,1,15.6692127947,3.95,4.03,148.1174274965, ,0,obstacle detected,,4.2305493355,0.34,0,2.3611111111,0
62,2, ,autonomous,0,1,0,1.1165026322,1,0,21.7174976254,20,0,20,21.7174976254,1,15.6461828144,3.3,3.41,148.3547458683, ,0, ,,0,-0.635,0,2.3611111111,0
63,2, ,autonomous,0,1,0,1.1165026322,1,0,14.2414523622,15,0,15,14.2414523622,1,15.6728962517,3.12,3.25,145.9002042603, ,0, ,,0,-0.17,0,2.3611111111,0
64,1, ,autonomous,0,1,0,1.1165026322,1,0,23.6264340355,20,0,20,23.6264340355,1,15.6411889727,3.12,3.18,144.9863712811, ,0, ,,0,-0.035,0,2.3611111111,-1
65,1, ,autonomous,0,1,0,1.1165026322,1,0,21.4061188018,15,0,15,21.4061188018,1,15.6745226831,3.14,3.24,141.767557912, ,0, ,,0,0.04,0,2.3611111111,0
66,1, ,autonomous,0,1,0,1.1165026322,1,0,29.967108971,20,0,20,29.967108971,1,15.6372313184,3.14,3.05,143.081985978, ,0, ,,0,-0.095,0,2.3611111111,0
67,1, ,autonomous,0,1,0,1.1165026322,1,0,36.8833295624,15,0,15,36.8833295624,1,15.6744189361,3.29,3.4,142.3122900894, ,0, ,,0,0.25,0,2.3611111111,0
68,1, ,autonomous,0,1,0,1.1165026322,1,0,47.8041819421,20,0,20,47.8041819421,1,15.6337760802,3.16,3.27,142.9715200732, ,0, ,,0,-0.13,0,2.3611111111,0
69,1, ,autonomous,0,1,0,1.1165026322,1,0,56.0654267719,15,0,15,56.0654267719,1,15.6765610792,3.31,3.33,144.0839144718, ,0, ,,0,0.105,0,2.3611111111,0
70,1, ,autonomous,0,1,0,1.1165026322,1,0,11.671942462,20,0,20,11.671942462,1,15.6357930949,3.02,3.11,145.099973882, ,0, ,,0,-0.255,0,2.3611111111,0
71,1, ,autonomous,0,1,0,1.1082627604,1,0,-1.665510548,15,0,15,-1.665510548,1,15.6732235789,3.31,3.37,146.825629882, ,0, ,,0,0.275,0,2.3611111111,0
72,1, ,autonomous,0,1,0,-0.4820325017,1,0,-6.2720756969,20,0,20,-6.2720756969,1,15.6363728208,3.21,3.19,148.8316713797, ,0, ,,0,-0.14,0,2.3611111111,0
73,1, ,autonomous,0,1,0,-0.4573128862,1,0,-8.8131194754,15,0,15,-8.8131194754,1,15.6709515935,3.25,3.35,146.825629882, ,0, ,,0,0.1,0,2.3611111111,0
74,2, ,autonomous,0,1,0,0.1524376287,1,0,-10.5888333319,20,0,20,-10.5888333319,1,15.6397868556,3.07,3.12,139.0008618053, ,0, ,,0,-0.205,0,2.3611111111,1
75,3, ,autonomous,0,1,0,0.1799038682,1,0,-11.330696279,15,0,15,-11.330696279,1,15.6676040711,3.15,3.13,134.2642320086, ,0, ,,0,0.045,0,2.3611111111,1
76,3, ,autonomous,0,1,0,0.1524376287,1,0,-15.2845578288,20,0,20,-15.2845578288,1,15.645238411,3.09,3.11,131.6863757276, ,0, ,,0,-0.04,0,2.3611111111,0
77,3, ,autonomous,0,1,0,-0.4463263905,1,0,-13.0769448123,15,0,15,-13.0769448123,1,15.6635270614,3.3,3.29,131.8739285243, ,0, ,,0,0.195,0,2.3611111111,0
78,3, ,autonomous,0,1,0,-0.4463263905,1,0,-8.8663064349,20,0,20,-8.8663064349,1,15.645331664,3.31,3.3,128.6670097787, ,0, ,,0,0.01,0,2.3611111111,0
79,3, ,autonomous,0,1,0,-0.4463263905,1,0,-13.8169263653,15,0,15,-13.8169263653,1,15.6589894059,3.58,3.57,126.4702162641, ,0, ,,0,0.27,0,2.3611111111,0
80,3, ,autonomous,0,1,0,-0.4463263905,1,0,-12.7556502713,15,0,15,-12.7556502713,1,15.6534521138,3.72,3.85,122.4559770762, ,0, ,,0,0.21,0,2.3611111111,0
81,3, ,autonomous,0,1,0,-0.4463263905,1,0,-10.1010947944,15,0,15,-10.1010947944,1,15.661112498,3.7,3.7,121.0155626014, ,0, ,,0,-0.085,0,2.3611111111,0
82,3, ,autonomous,0,1,0,-0.4463263905,1,0,-10.3652263452,15,0,15,-10.3652263452,1,15.6553969803,3.93,3.95,120.1518719662, ,0, ,,0,0.24,0,2.3611111111,0
83,3, ,autonomous,0,1,0,-0.4380865187,1,0,-14.3592728718,15,0,15,-14.3592728718,1,15.6561023167,3.97,3.94,125.1877816725, ,0, ,,0,0.015,0,2.3611111111,0
84,3, ,autonomous,0,1,0,1.0972762646,1,0,-19.1498180671,15,0,15,-19.1498180671,1,15.6629903733,3.68,3.71,112.0121869259, ,0, ,,0,-0.26,0,2.3611111111,0
85,3, ,autonomous,0,1,0,1.0807965209,1,0,-22.3990293889,15,0,15,-22.3990293889,1,15.6512545288,3.92,4,111.6071428571, ,0, ,,0,0.265,0,2.3611111111,0
86,3, ,autonomous,0,1,0,1.0807965209,1,0,-19.7498627423,15,0,15,-19.7498627423,1,15.6691365762,3.73,3.81,108.4692814995, ,0, ,,0,-0.19,0,2.3611111111,0
87,3, ,autonomous,0,1,0,1.0807965209,1,0,51.3587980743,20,0,20,51.3587980743,1,15.64631287,3.67,3.79,106.8421727424, ,0, ,,0,-0.04,0,2.3611111111,0
88,3, ,autonomous,0,1,0,1.0807965209,1,0,43.2323383831,15,0,15,43.2323383831,1,15.672978868,3.49,3.58,110.0812399551, ,0, ,,0,-0.195,0,2.3611111111,0
89,3, ,autonomous,0,1,0,1.0890363928,1,0,45.4047050524,20,0,20,45.4047050524,1,15.6412273545,3.41,3.52,114.9319602795, ,0, ,,0,-0.07,0,2.3611111111,0
90,3, ,autonomous,0,1,0,1.0890363928,1,0,46.2917666819,15,0,15,46.2917666819,1,15.6746002549,3.43,3.48,118.7648456057, ,0, ,,0,-0.01,0,2.3611111111,0
91,3, ,autonomous,0,1,0,1.0890363928,1,0,50.0556129741,20,0,20,50.0556129741,1,15.6364111767,3.57,3.78,121.891760117, ,0, ,,0,0.22,0,2.3611111111,0
92,3, ,autonomous,0,1,0,1.0890363928,1,0,48.6870670492,15,0,15,48.6870670492,1,15.676704185,3.3,3.4,123.5177865613, ,0, ,,0,-0.325,0,2.3611111111,0
93,3, ,autonomous,0,1,0,1.0890363928,1,0,49.482113455,20,0,20,49.482113455,1,15.6384474732,5,5,124.7660636307, ,0, ,,0,1.65,0,2.3611111111,0
94,3, ,autonomous,0,1,0,1.0890363928,1,0,49.5645341285,15,0,15,49.5645341285,1,15.6742141524,3.04,3.07,126.2977089596, ,0, ,,0,-1.945,0,2.3611111111,0
95,3, ,autonomous,0,1,0,1.0890363928,1,0,47.3457898933,20,0,20,47.3457898933,1,15.6359022229,3.15,3.13,128.0442520935, ,0, ,,0,0.085,0,2.3611111111,0
96,3, ,autonomous,0,1,0,1.0890363928,1,0,50.2510654923,15,0,15,50.2510654923,1,15.6733686237,3.38,3.41,129.5672454004, ,0, ,,0,0.255,0,2.3611111111,0
97,3, ,autonomous,0,1,0,1.0890363928,1,0,48.5645781364,20,0,20,48.5645781364,1,15.6365032314,3.49,3.56,129.8397777143, ,0, ,,0,0.13,0,2.3611111111,0
98,3, ,autonomous,0,1,0,1.0890363928,1,0,47.5736070512,15,0,15,47.5736070512,1,15.6710749734,2.89,3,129.5672454004, ,0, ,,0,-0.58,0,2.3611111111,0
99,3, ,autonomous,0,1,0,1.0890363928,1,0,49.5904003607,20,0,20,49.5904003607,1,15.6398954016,3.19,3.24,129.2056437025, ,0, ,,0,0.27,0,2.3611111111,0
100,3, ,autonomous,0,1,0,1.0890363928,1,0,47.9723876491,15,0,15,47.9723876491,1,15.6677093246,5,5,129.1155584248, ,0, ,,0,1.785,0,2.3611111111,0
101,3, ,autonomous,0,1,0,1.0890363928,1,0,50.247244662,20,0,20,50.247244662,1,15.6453379724,3.33,3.35,124.0971929215, ,0, ,,0,-1.66,0,2.3611111111,0
102,3, ,autonomous,0,1,0,1.0890363928,1,0,84.9894356853,0,0,0,84.9894356853,1,15.6636218068,3.68,3.85,122.7807381578, ,0,pedestrian detected,pedestrian detected,37.8344955444,0.425,0,2.3611111111,0
103,3, ,autonomous,0,1,0,1.0890363928,1,45.6888484955,90.0162073937,0,45.6888484955,0,90.0162073937,1,14.85817247,3.98,3.97,125.0187528129, ,0,pedestrian detected,,22.8622303009,0.21,0,2.3611111111,0
104,3, ,autonomous,0,1,0,1.0890363928,1,100,-7.1859751073,0,100,0,-7.1859751073,1,9.8282252149,4.09,4.14,127.7791975466, ,0,pedestrian detected,,10.0636663437,0.14,0,2.3611111111,0
105,3, ,autonomous,0,1,0,1.0890363928,1,100,-9.9413413625,0,100,0,-9.9413413625,1,3.1743094168,4.02,3.96,129.8397777143,pedestrian detected,4.5030021667,pedestrian detected,,3.5808062553,-0.125,0,2.3611111111,0
106,3, ,autonomous,0,1,0,0,1,100,-8.8999164911,0,100,0,-8.8999164911,1,0.010878348,3.61,3.7,130.5721672368, ,0,pedestrian detected,,2.7633285522,-0.335,0,2.3611111111,0
107,3, ,autonomous,0,1,0,0,1,100,-8.8829769471,0,100,0,-8.8829769471,1,0.0003628535,3.84,3.78,127.16498385, ,0,pedestrian detected,,2.8042016029,0.155,0,2.3611111111,0
108,2, ,autonomous,0,1,0,3.1325246052,1,0,-9.0335699563,20,0,20,-9.0335699563,1,0.351014701,3.32,3.4,128.2215668675, ,0, ,,0,-0.45,0,2.3611111111,-1
109,2, ,autonomous,0,1,0,3.5994506752,1,0,-8.3274266132,20,0,20,-8.3274266132,1,2.1658448272,3.27,3.35,133.5862566459, ,0, ,,0,-0.05,0,2.3611111111,0
110,2, ,autonomous,0,1,0,3.5994506752,1,0,-3.5646103266,20,0,20,-3.5646103266,1,3.7688894477,3.09,3.07,129.1155584248, ,0, ,,0,-0.23,0,2.3611111111,0
111,2, ,autonomous,0,1,0,3.5994506752,1,0,-1.3057118051,20,0,20,-1.3057118051,1,4.6488766414,2.98,2.97,124.0140880004, ,0, ,,0,-0.105,0,2.3611111111,0
112,2, ,autonomous,0,1,0,3.5994506752,1,0,-0.8522342294,20,0,20,-0.8522342294,1,5.1604505987,3.35,3.35,122.4559770762, ,0, ,,0,0.375,0,2.3611111111,0
113,2, ,autonomous,0,1,0,3.607690547,1,0,-0.6723896039,20,0,20,-0.6723896039,1,6.0462187583,3.26,3.26,124.2637373562, ,0, ,,0,-0.09,0,2.3611111111,0
114,2, ,autonomous,0,1,0,3.607690547,1,0,-0.5161937798,20,0,20,-0.5161937798,1,6.7250803997,3.44,3.3,126.4702162641, ,0, ,,0,0.11,0,2.3611111111,0
115,2, ,autonomous,0,1,0,3.607690547,1,0,-0.3532999445,20,0,20,-0.3532999445,1,7.2627401447,3.08,3.14,128.1328481369, ,0, ,,0,-0.26,0,2.3611111111,0
116,2, ,autonomous,0,1,0,3.607690547,1,0,-0.2475196095,20,0,20,-0.2475196095,1,7.7058305329,5,3,129.748806311, ,0, ,,0,0.89,0,2.3611111111,0
117,2, ,autonomous,0,1,0,3.607690547,1,0,-0.1864937776,20,0,20,-0.1864937776,1,8.0704347452,3.08,3.11,130.8489479745, ,0, ,,0,-0.905,0,2.3611111111,0
118,2, ,autonomous,0,1,0,3.607690547,1,0,-0.1138792678,20,0,20,-0.1138792678,1,8.3922941035,3.15,3.04,131.7800853935, ,0, ,,0,0,0,2.3611111111,0
119,2, ,autonomous,0,1,0,3.607690547,1,0,-0.0809323062,20,0,20,-0.0809323062,1,8.7091689618,5,2.94,132.4398061081, ,0, ,,0,0.875,0,2.3611111111,0
120,2, ,autonomous,0,1,0,3.607690547,1,0,-0.0497005058,20,0,20,-0.0497005058,1,9.0252257765,2.82,2.87,133.2977872567, ,0, ,,0,-1.125,0,2.3611111111,0
121,2, ,autonomous,0,1,0,3.607690547,1,0,-0.0003115586,20,0,20,-0.0003115586,1,9.4733829749,2.97,3,133.6826907652, ,0, ,,0,0.14,0,2.3611111111,0
122,2, ,autonomous,0,1,0,3.607690547,1,0,-0.0435722025,20,0,20,-0.0435722025,1,9.862548125,3.01,2.92,134.2642320086, ,0, ,,0,-0.02,0,2.3611111111,0
123,2, ,autonomous,0,1,0,3.607690547,1,0,0.0021456722,20,0,20,0.0021456722,1,10.1695838706,3.37,3.44,135.0475367329, ,0, ,,0,0.44,0,2.3611111111,0
124,2, ,autonomous,0,1,0,3.607690547,1,0,-0.0095278003,20,0,20,-0.0095278003,1,10.4473618049,5,3.7,135.6410395529, ,0, ,,0,0.945,0,2.3611111111,0
125,2, ,autonomous,0,1,0,3.607690547,1,0,-0.0073186605,20,0,20,-0.0073186605,1,10.6960802493,5,5,136.3400867123, ,0, ,,0,0.65,0,2.3611111111,0
126,2, ,autonomous,0,1,0,3.607690547,1,0,-0.0018562884,20,0,20,-0.0018562884,1,10.919708399,2.96,3.03,137.2495196267, ,0, ,,0,-2.005,0,2.3611111111,0
127,2, ,autonomous,0,1,0,3.607690547,1,0,0.0121806702,20,0,20,0.0121806702,1,11.1289648478,2.78,2.85,137.8625785817, ,0, ,,0,-0.18,0,2.3611111111,0
128,2, ,autonomous,0,1,0,3.607690547,1,0,-0.0155738913,20,0,20,-0.0155738913,1,11.3358899527,2.7,2.72,138.3776603105, ,0, ,,0,-0.105,0,2.3611111111,0
129,2, ,autonomous,0,1,0,3.607690547,1,0,-0.0175834222,20,0,20,-0.0175834222,1,11.5406385212,2.84,2.9,138.7925052047, ,0, ,,0,0.16,0,2.3611111111,0
130,2, ,autonomous,0,1,0,3.607690547,1,0,-0.0189074986,20,0,20,-0.0189074986,1,11.7442358659,5,5,139.2098449202, ,0, ,,0,2.13,0,2.3611111111,0
131,2, ,autonomous,0,1,0,3.607690547,1,0,-0.0201580988,20,0,20,-0.0201580988,1,11.946770132,2.86,2.93,139.6297020302, ,0, ,,0,-2.105,0,2.3611111111,0
132,2, ,autonomous,0,1,0,3.607690547,1,0,0.0007237717,20,0,20,0.0007237717,1,12.1482260974,3.12,3.09,140.3705783268, ,0, ,,0,0.21,0,2.3611111111,0
133,2, ,autonomous,0,1,0,3.607690547,1,0,-50.2213297862,20,0,20,-50.2213297862,1,12.3487020797,3.4,3.28,141.1193587536, ,0, ,,0,0.235,0,2.3611111111,0
134,2, ,autonomous,0,1,0,3.607690547,1,0,-47.4674948987,20,0,20,-47.4674948987,1,12.5480885572,5,5,141.6591115141, ,0, ,,0,1.66,0,2.3611111111,0
135,2, ,autonomous,0,1,0,3.607690547,1,0,-47.4431875126,20,0,20,-47.4431875126,1,12.7463042702,5,5,142.4217392543, ,0, ,,0,0,0,2.3611111111,0
