TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,EventAlert_Machine,RangeW_Machine,PupilChange_Human,Reliability_Machine,AverageTrust_Human,TrustChange_Human
22,5, ,autonomous,0,1,0,52.7530327306,1,0,0.0003734733,20,0,20,0.0003734733,1,11.682311091,5,5,1389.6763721665, ,0, ,,0,1.585,1,4.6833333333,0
23,5, ,autonomous,0,1,0,52.7530327306,1,0,-0.0009018734,20,0,20,-0.0009018734,1,11.8851707745,3.71,3.82,1424.8753020379, ,0, ,,0,-1.235,1,4.6833333333,0
24,5, ,autonomous,0,1,0,52.7530327306,1,0,-0.0019364406,20,0,20,-0.0019364406,1,12.0869569703,3.02,3.03,1456.0822302054, ,0, ,,0,-0.74,1,4.6833333333,0
25,5, ,autonomous,0,1,0,52.7530327306,1,0,-0.0026067404,20,0,20,-0.0026067404,1,12.2876539942,3.12,3.17,1479.6506603977, ,0, ,,0,0.12,1,4.6833333333,0
26,5, ,autonomous,0,1,0,52.7530327306,1,0,-0.0001788142,20,0,20,-0.0001788142,1,12.4872465772,3.3,3.35,1490.7097477809, ,0, ,,0,0.18,1,4.6833333333,0
27,4, ,autonomous,0,1,0,52.7530327306,1,0,-0.0004598089,20,0,20,-0.0004598089,1,12.6857198947,3.37,3.42,1509.1674375997, ,0, ,,0,0.07,1,4.6833333333,-1
28,3,pedestrian alarm,autonomous,0,1,0,52.7612726024,1,0,0.0027496228,0,0,0,0.0027496228,1,12.9563186931,3.46,3.54,1523.8424968586, ,0,pedestrian detected,pedestrian detected,35.6286048889,0.105,1,4.6833333333,-1
29,3,pedestrian alarm,autonomous,0,1,0,52.7612726024,1,45.5594062805,0.0018037616,0,45.5594062805,0,0.0018037616,1,11.9946846239,3.51,3.63,1478.6534199036,pedestrian detected,27.7416706085,pedestrian detected,,22.8881187439,0.07,1,4.6833333333,0
30,3,pedestrian alarm,autonomous,0,1,0,52.7530327306,1,95.3449964523,-0.0007416959,0,95.3449964523,0,-0.0007416959,1,7.3714589399,3.47,3.56,1476.6629661493, ,0,pedestrian detected,,12.9310007095,-0.055,1,4.6833333333,0
31,3,pedestrian alarm,autonomous,0,1,0,52.3465323873,1,100,-0.0027509014,0,100,0,-0.0027509014,1,0.8060535332,3.73,3.83,1495.791441201, ,0,pedestrian detected,,8.9748163223,0.265,1,4.6833333333,0
32,4,pedestrian alarm,autonomous,0,1,0,0,1,100,-0.0044393853,0,100,0,-0.0044393853,1,0.0109472609,3.57,3.65,1517.5183839765, ,0,pedestrian detected,,8.9707193375,-0.17,1,4.6833333333,1
33,5,pedestrian alarm,autonomous,0,1,0,0,1,100,0.0061757421,0,100,0,0.0061757421,1,0.0010634118,3.45,3.52,1535.5746581043, ,0,pedestrian detected,,9.1470985413,-0.125,1,4.6833333333,1
34,5,pedestrian alarm,autonomous,0,1,0,0,1,100,-0.0094532781,0,100,0,-0.0094532781,1,0.0001646261,3.4,3.45,1538.8057574725, ,0,pedestrian detected,,9.216463089,-0.06,1,4.6833333333,0
35,5,pedestrian alarm,autonomous,0,1,0,0,1,100,-0.0069378327,0,100,0,-0.0069378327,1,7.40378021233275E-06,3.37,3.35,1545.3089211611, ,0,pedestrian detected,,9.4916820526,-0.065,1,4.6833333333,0
36,5,pedestrian alarm,autonomous,0,1,0,0,1,100,-0.0069378327,0,100,0,-0.0069378327,1,1.19122582130297E-06,3.38,3.54,1562.9224774822, ,0,pedestrian detected,,9.6746635437,0.1,1,4.6833333333,0
37,5,pedestrian alarm,autonomous,0,1,0,0,1,100,-0.0069378327,0,100,0,-0.0069378327,1,0.000000132,3.39,3.54,1579.8037883695, ,0,pedestrian detected,,10.0297775269,0.005,1,4.6833333333,0
38,5, ,autonomous,0,1,0,52.3300526436,1,0,-0.0018431793,20,0,20,-0.0018431793,1,0.2483370334,5,3.47,1594.7320260145, ,0, ,,0,0.77,1,4.6833333333,0
39,5, ,autonomous,0,1,0,52.3300526436,1,0,-0.0001583784,20,0,20,-0.0001583784,1,1.957695524,3.49,3.72,1612.3113515103, ,0, ,,0,-0.63,1,4.6833333333,0
40,5, ,autonomous,0,1,0,52.3300526436,1,0,0.0013744093,20,0,20,0.0013744093,1,3.646309484,3.27,3.47,1624.2478108388, ,0, ,,0,-0.235,1,4.6833333333,0
41,5, ,autonomous,0,1,0,52.3300526436,1,0,0.0001487249,20,0,20,0.0001487249,1,4.5836544163,3.34,3.61,1636.3623272738, ,0, ,,0,0.105,1,4.6833333333,0
42,5, ,autonomous,0,1,0,52.3300526436,1,0,73.600648586,20,0,20,73.600648586,1,5.1171406825,3.49,3.62,1649.898745714, ,0, ,,0,0.08,1,4.6833333333,0
43,5, ,autonomous,0,1,0,52.3300526436,1,0,77.2346890454,20,0,20,77.2346890454,1,5.9679352132,3.41,3.59,1663.660985819, ,0, ,,0,-0.055,1,4.6833333333,0
44,5, ,autonomous,0,1,0,52.3300526436,1,0,50.7277862243,20,0,20,50.7277862243,1,6.6657558935,3.38,3.65,1672.5389509234, ,0, ,,0,0.015,1,4.6833333333,0
45,5, ,autonomous,0,1,0,52.266880293,1,0,38.6799077999,20,0,20,38.6799077999,1,7.2148034547,3.4,3.61,1646.1848349502, ,0, ,,0,-0.01,1,4.6833333333,0
46,5, ,autonomous,0,1,0,52.2751201648,1,0,27.4598966061,20,0,20,27.4598966061,1,7.665821764,3.32,3.65,1641.258884955, ,0, ,,0,-0.02,1,4.6833333333,0
47,5, ,autonomous,0,1,0,52.2833600366,1,0,20.5091345659,20,0,20,20.5091345659,1,8.0370260137,3.24,3.5,1585.5122235065, ,0, ,,0,-0.115,1,4.6833333333,0
48,5, ,autonomous,0,1,0,52.2833600366,1,0,3.0019542764,20,0,20,3.0019542764,1,8.3605486727,3.26,3.55,1560.6988559765, ,0, ,,0,0.035,1,4.6833333333,0
49,5, ,autonomous,0,1,0,52.2833600366,1,0,7.4858643547,20,0,20,7.4858643547,1,8.6775188824,3.27,3.48,1590.108760259, ,0, ,,0,-0.03,1,4.6833333333,0
50,5, ,autonomous,0,1,0,52.2833600366,1,0,17.5843062268,20,0,20,17.5843062268,1,8.9936675918,3.27,3.45,1614.6845875127, ,0, ,,0,-0.015,1,4.6833333333,0
51,5, ,autonomous,0,1,0,52.2833600366,1,0,16.7532972562,20,0,20,16.7532972562,1,9.41560974,3.26,3.5,1636.3623272738, ,0, ,,0,0.02,1,4.6833333333,0
52,5, ,autonomous,0,1,0,52.2833600366,1,0,4.0178356108,20,0,20,4.0178356108,1,9.8300688165,3.3,3.36,1652.3840100782, ,0, ,,0,-0.05,1,4.6833333333,0
53,5, ,autonomous,0,1,0,52.2833600366,1,0,8.2364326665,20,0,20,8.2364326665,1,10.1402205288,3.24,3.3,1662.4003931244, ,0, ,,0,-0.06,1,4.6833333333,0
54,5, ,autonomous,0,1,0,52.2833600366,1,0,10.5107105043,20,0,20,10.5107105043,1,10.4076229659,3.33,3.59,1675.0929425319, ,0, ,,0,0.19,1,4.6833333333,0
55,5, ,autonomous,0,1,0,52.2833600366,1,0,23.0463011759,20,0,20,23.0463011759,1,10.6724779938,3.38,3.68,1695.8091468554, ,0, ,,0,0.07,1,4.6833333333,0
56,5, ,autonomous,0,1,0,52.2833600366,1,0,-95.9803332577,20,0,20,-95.9803332577,1,10.900778038,3.4,3.67,1713.022189119, ,0, ,,0,0.005,1,4.6833333333,0
57,5, ,autonomous,0,1,0,52.3739986267,1,0,-62.7864972067,20,0,20,-62.7864972067,1,11.1090081299,3.46,3.46,1736.0659010616, ,0, ,,0,-0.075,1,4.6833333333,0
58,4, ,autonomous,0,1,0,52.6706340124,1,0,-44.2483746018,20,0,20,-44.2483746018,1,11.29511286,3.31,3.42,1733.3227485091, ,0, ,,0,-0.095,1,4.6833333333,-1
59,4, ,autonomous,0,1,0,52.6788738842,1,0,-39.2403313969,20,0,20,-39.2403313969,1,11.5205132571,3.24,3.36,1721.0850821853, ,0, ,,0,-0.065,1,4.6833333333,0
60,5, ,autonomous,0,1,0,53.6868848707,1,0,-17.2941180977,20,0,20,-17.2941180977,1,11.7240467355,3.54,3.52,1717.0441702745, ,0, ,,0,0.23,1,4.6833333333,1
61,5, ,autonomous,0,1,0,50.5008010986,1,0,-19.2093568866,20,0,20,-19.2093568866,1,11.9266932509,3.57,3.56,1771.1026885339, ,0, ,,0,0.035,1,4.6833333333,0
62,5, ,autonomous,0,1,0,52.7612726024,1,0,-15.9495095079,20,0,20,-15.9495095079,1,12.1282250959,3.49,3.57,1731.9544205019, ,0, ,,0,-0.035,1,4.6833333333,0
63,5, ,autonomous,0,1,0,53.3545433738,1,0,-11.8162168879,20,0,20,-11.8162168879,1,12.3286742452,3.39,3.53,1584.367238581, ,0, ,,0,-0.07,1,4.6833333333,0
64,5, ,autonomous,0,1,0,53.2831311513,1,0,-13.4253790333,20,0,20,-13.4253790333,1,12.5280185851,3.37,3.55,1507.0940423668, ,0, ,,0,0,1,4.6833333333,0
65,5, ,autonomous,0,1,0,52.3739986267,1,0,-13.8996837633,20,0,20,-13.8996837633,1,12.7262389098,3.38,3.37,1531.2875739689, ,0, ,,0,-0.085,1,4.6833333333,0
66,5, ,autonomous,0,1,0,52.4454108492,1,0,-13.1292952932,20,0,20,-13.1292952932,1,13.0471093653,3.25,3.28,1557.3752620284, ,0, ,,0,-0.11,1,4.6833333333,0
67,5, ,autonomous,0,1,0,52.4454108492,1,0,-11.3440124554,20,0,20,-11.3440124554,1,13.3023949868,3.29,3.4,1540.9673885072, ,0, ,,0,0.08,1,4.6833333333,0
68,5, ,autonomous,0,1,0,52.4454108492,1,0,-9.1373872938,20,0,20,-9.1373872938,1,13.5184006555,3.24,3.37,1551.8672843099, ,0, ,,0,-0.04,1,4.6833333333,0
69,5, ,autonomous,0,1,0,52.4454108492,1,0,-6.6303710154,20,0,20,-6.6303710154,1,13.7203911773,3.39,3.49,1568.5093514528, ,0, ,,0,0.135,1,4.6833333333,0
70,5, ,autonomous,0,1,0,52.4289311055,1,0,-3.8496962643,20,0,20,-3.8496962643,1,13.9112502469,3.42,5,1573.0076913784, ,0, ,,0,0.77,1,4.6833333333,0
71,5, ,autonomous,0,1,0,52.266880293,1,0,-1.1721307078,20,0,20,-1.1721307078,1,14.0914584062,3.52,3.71,1560.6988559765, ,0, ,,0,-0.595,1,4.6833333333,0
72,5, ,autonomous,0,1,0,52.266880293,1,0,1.4911312813,20,0,20,1.4911312813,1,14.2615803706,3.31,3.5,1538.8057574725, ,0, ,,0,-0.21,1,4.6833333333,0
73,5, ,autonomous,0,1,0,51.1599908446,1,0,5.1296233368,20,0,20,5.1296233368,1,14.4222454467,3.18,3.33,1500.9078991882, ,0, ,,0,-0.15,1,4.6833333333,0
74,5, ,autonomous,0,1,0,51.1847104601,1,0,15.2792329015,20,0,20,15.2792329015,1,14.5666746504,3.45,3.42,1471.710197892, ,0, ,,0,0.18,1,4.6833333333,0
75,5, ,autonomous,0,1,0,51.3220416571,1,0,49.3909759112,20,0,20,49.3909759112,1,14.7185930722,3.47,3.59,1482.6504690068, ,0, ,,0,0.095,1,4.6833333333,0
76,5, ,autonomous,0,1,0,51.1764705882,1,0,-16.2201039352,20,0,20,-16.2201039352,1,14.8571579482,3.32,3.48,1492.7382761082, ,0, ,,0,-0.13,1,4.6833333333,0
77,5, ,autonomous,0,1,0,51.8164339666,1,0,5.1369950034,20,0,20,5.1369950034,1,14.9894728638,3.12,3.21,1486.6691860754, ,0, ,,0,-0.235,1,4.6833333333,0
78,5, ,autonomous,0,1,0,52.3547722591,1,0,10.2825746167,20,0,20,10.2825746167,1,15.1156387271,3.32,3.45,1489.6975496859, ,0, ,,0,0.22,1,4.6833333333,0
79,5, ,autonomous,0,1,0,52.5168230716,1,0,10.7625019727,20,0,20,10.7625019727,1,15.2355164731,3.33,3.38,1517.5183839765, ,0, ,,0,-0.03,1,4.6833333333,0
80,5, ,autonomous,0,1,0,53.2364385443,1,0,4.2826664744,20,0,20,4.2826664744,1,15.3491408227,3.77,3.9,1543.1351011695, ,0, ,,0,0.48,1,4.6833333333,0
81,5, ,autonomous,0,1,0,54.5438315404,1,0,4.7837949163,20,0,20,4.7837949163,1,15.4568677625,3.38,3.47,1540.9673885072, ,0, ,,0,-0.41,1,4.6833333333,0
82,5, ,autonomous,0,1,0,52.7969787137,1,0,16.8471101073,20,0,20,16.8471101073,1,15.5586145853,3.36,3.46,1528.0879371821, ,0, ,,0,-0.015,1,4.6833333333,0
83,5, ,autonomous,0,1,0,52.8052185855,1,0,22.3451273268,15,0,15,22.3451273268,1,15.6548076765,3.55,5,1516.4694649774, ,0, ,,0,0.865,1,4.6833333333,0
84,5, ,autonomous,0,1,0,52.8326848249,1,0,7.0480414333,15,0,15,7.0480414333,1,15.665356883,3.47,3.56,1520.673865334, ,0, ,,0,-0.76,1,4.6833333333,0
85,5, ,autonomous,0,1,0,52.8326848249,1,0,18.6978325912,15,0,15,18.6978325912,1,15.6469110607,3.45,3.54,1516.4694649774, ,0, ,,0,-0.02,1,4.6833333333,0
86,5, ,autonomous,0,1,0,52.8326848249,1,0,28.3815877663,15,0,15,28.3815877663,1,15.6597914547,3.31,3.46,1511.2465456682, ,0, ,,0,-0.11,1,4.6833333333,0
87,5, ,autonomous,0,1,0,52.8326848249,1,0,37.3673277734,15,0,15,37.3673277734,1,15.6545517815,3.41,3.53,1520.673865334, ,0, ,,0,0.085,1,4.6833333333,0
88,5, ,autonomous,0,1,0,53.62371252,1,0,51.0276474957,15,0,15,51.0276474957,1,15.6553326854,3.31,3.42,1500.9078991882, ,0, ,,0,-0.105,1,4.6833333333,0
89,4, ,autonomous,0,1,0,53.4808880751,1,0,15.474837992,15,0,15,15.474837992,1,15.6622605926,3.37,3.39,1480.649246927, ,0, ,,0,0.015,1,4.6833333333,-1
90,4,truck alarm,autonomous,0,1,0,53.4726482033,1,0,12.3414159977,15,0,15,12.3414159977,1,15.6603604371,3.25,3.28,1461.9036675654, ,0,truck detected,truck detected,34.9272346497,-0.115,1,4.6833333333,0
91,5,truck alarm,autonomous,0,1,0,53.013962005,1,0,-6.2677755242,15,0,15,-6.2677755242,1,15.6477293107,3.24,3.31,1475.6697474716, ,0,truck detected,,14.1163234711,0.01,1,4.6833333333,1
92,5, ,autonomous,0,1,0,53.013962005,1,0,-7.8850899061,15,0,15,-7.8850899061,1,15.6582044326,3.11,3.23,1483.6531100337, ,0, ,,0,-0.105,1,4.6833333333,0
93,5, ,autonomous,0,1,0,53.013962005,1,0,1.0790135739,15,0,15,1.0790135739,1,15.6482542473,3.03,3.25,1507.0940423668, ,0, ,,0,-0.03,1,4.6833333333,0
94,5, ,autonomous,0,1,0,53.013962005,1,0,4.7754323187,20,0,20,4.7754323187,1,15.6407397682,3.01,3.19,1515.4219950167, ,0, ,,0,-0.04,1,4.6833333333,0
95,5, ,autonomous,0,1,0,53.0222018769,1,0,7.6085339049,15,0,15,7.6085339049,1,15.6741424484,3.07,3.36,1524.901643844, ,0, ,,0,0.115,1,4.6833333333,0
96,5, ,autonomous,0,1,0,53.0222018769,1,0,-4.9638265686,20,0,20,-4.9638265686,1,15.6368731691,3.16,3.27,1535.5746581043, ,0, ,,0,0,1,4.6833333333,0
97,5, ,autonomous,0,1,0,53.0222018769,1,0,-9.8830054099,15,0,15,-9.8830054099,1,15.6740787751,3.18,3.42,1556.2705408258, ,0, ,,0,0.085,1,4.6833333333,0
98,5, ,autonomous,0,1,0,53.0222018769,1,0,-8.6487672425,20,0,20,-8.6487672425,1,15.6358835472,3.3,3.41,1574.1363107597, ,0, ,,0,0.055,1,4.6833333333,0
99,5, ,autonomous,0,1,0,53.0222018769,1,0,-7.8840440061,15,0,15,-7.8840440061,1,15.6724492629,3.3,3.23,1583.2239061744, ,0, ,,0,-0.09,1,4.6833333333,0
100,5, ,autonomous,0,1,0,53.0222018769,1,0,-10.6313043619,20,0,20,-10.6313043619,1,15.6379622461,3.39,5,1580.9421846281, ,0, ,,0,0.93,1,4.6833333333,0
101,5, ,autonomous,0,1,0,53.1293202106,1,0,-14.5876434536,15,0,15,-14.5876434536,1,15.669556912,3.06,3,1584.367238581, ,0, ,,0,-1.165,1,4.6833333333,0
102,5, ,autonomous,0,1,0,53.1293202106,1,0,-19.783885258,20,0,20,-19.783885258,1,15.6424521079,3.35,3.48,1592.417037461, ,0, ,,0,0.385,1,4.6833333333,0
103,5, ,autonomous,0,1,0,53.1210803388,1,0,-17.6437958116,15,0,15,-17.6437958116,1,15.6657891523,3.33,3.28,1598.2171567973, ,0, ,,0,-0.11,1,4.6833333333,0
104,5, ,autonomous,0,1,0,53.1210803388,1,0,-13.7352764375,20,0,20,-13.7352764375,1,15.6428718273,3.37,3.52,1611.1273476945, ,0, ,,0,0.14,1,4.6833333333,0
105,5, ,autonomous,0,1,0,53.1210803388,1,0,-11.2682803932,15,0,15,-11.2682803932,1,15.6679226076,3.25,3.47,1629.0720284423, ,0, ,,0,-0.085,1,4.6833333333,0
106,5, ,autonomous,0,1,0,52.2284275578,1,0,-14.1189173242,20,0,20,-14.1189173242,1,15.6448384081,3.46,3.5,1680.2243973287, ,0, ,,0,0.12,1,4.6833333333,0
107,5, ,autonomous,0,1,0,52.3300526436,1,0,76.874119957,15,0,15,76.874119957,1,15.6632877589,3.54,3.76,1661.1417093414, ,0, ,,0,0.17,1,4.6833333333,0
108,5, ,autonomous,0,1,0,48.844586862,1,0,53.4523586675,15,0,15,53.4523586675,1,15.6518156435,3.4,3.58,1646.1848349502, ,0, ,,0,-0.16,1,4.6833333333,0
109,5, ,autonomous,0,1,0,48.8830395972,1,0,48.7159666087,15,0,15,48.7159666087,1,15.6586813842,3.38,3.49,1626.6563428211, ,0, ,,0,-0.055,1,4.6833333333,0
110,5, ,autonomous,0,1,0,48.8720531014,1,0,46.5426138778,15,0,15,46.5426138778,1,15.6595118939,3.45,3.5,1627.8632894364, ,0, ,,0,0.04,1,4.6833333333,0
111,5, ,autonomous,0,1,0,48.8720531014,1,0,49.8892389581,15,0,15,49.8892389581,1,15.6539043767,3.53,3.74,1649.898745714, ,0, ,,0,0.16,1,4.6833333333,0
112,5, ,autonomous,0,1,0,48.8720531014,1,0,48.7368119682,15,0,15,48.7368119682,1,15.6664952733,3.37,3.57,1669.9927355316, ,0, ,,0,-0.165,1,4.6833333333,0
113,5, ,autonomous,0,1,0,48.8720531014,1,0,46.9435782486,15,0,15,46.9435782486,1,15.6489497251,3.33,3.51,1687.9808002312, ,0, ,,0,-0.05,1,4.6833333333,0
114,5, ,autonomous,0,1,0,48.8720531014,1,0,49.7162748775,15,0,15,49.7162748775,1,15.6715193623,3.54,3.74,1633.9249884645, ,0, ,,0,0.22,1,4.6833333333,0
115,5, ,autonomous,0,1,0,48.8720531014,1,0,47.9385568008,20,0,20,47.9385568008,1,15.6438918093,3.59,3.82,1626.6563428211, ,0, ,,0,0.065,1,4.6833333333,0
116,5, ,autonomous,0,1,0,48.7457084001,1,0,50.3610728617,15,0,15,50.3610728617,1,15.6735281389,3.56,3.79,1644.9505774599, ,0, ,,0,-0.03,1,4.6833333333,0
117,5, ,autonomous,0,1,0,48.7566948959,1,0,49.0749782997,20,0,20,49.0749782997,1,15.6459540454,3.4,3.67,1629.0720284423, ,0, ,,0,-0.14,1,4.6833333333,0
118,5, ,autonomous,0,1,0,48.7566948959,1,0,46.8466151962,15,0,15,46.8466151962,1,15.6725988495,3.31,3.55,1633.9249884645, ,0, ,,0,-0.105,1,4.6833333333,0
119,5, ,autonomous,0,1,0,48.7566948959,1,0,49.8525803004,20,0,20,49.8525803004,1,15.6408778929,3.4,3.63,1659.8849301371, ,0, ,,0,0.085,1,4.6833333333,0
120,5, ,autonomous,0,1,0,48.2430762188,1,0,48.305554134,15,0,15,48.305554134,1,15.6742679071,3.6,3.79,1682.8019325297, ,0, ,,0,0.18,1,4.6833333333,0
121,5, ,autonomous,0,1,0,50.6985580224,1,0,48.7780016734,20,0,20,48.7780016734,1,15.6369992219,3.86,4.1,1693.1916425415, ,0, ,,0,0.285,1,4.6833333333,0
122,5, ,autonomous,0,1,0,48.4408331426,1,0,99.1391886545,15,0,15,99.1391886545,1,15.674269821,3.63,3.9,1698.4347564971, ,0, ,,0,-0.215,1,4.6833333333,0
123,4,cyclist alarm,autonomous,0,1,0,48.5671778439,1,0,44.6718509389,20,0,20,44.6718509389,1,15.6359760604,3.85,4.13,1719.7359998872, ,0,cyclist detected,cyclist detected,25.3224830627,0.225,1,4.6833333333,-1
124,4,cyclist alarm,autonomous,0,1,0,48.5946440833,1,0,27.943774632,15,0,15,27.943774632,1,15.6725367361,3.73,3.85,1631.4948996206,cyclist detected,16.5589752197,cyclist detected,,9.8997859955,-0.2,1,4.6833333333,0
125,5, ,autonomous,0,1,0,52.5909819181,1,0,-146.1685689653,20,0,20,-146.1685689653,1,15.638089326,3.72,3.82,1567.3887835778, ,0, ,,0,-0.02,1,4.6833333333,1
126,5, ,autonomous,0,1,0,52.4014648661,1,0,-17.4123571119,15,0,15,-17.4123571119,1,15.6633721197,3.63,3.7,1532.3570992725, ,0, ,,0,-0.105,1,4.6833333333,0
127,5, ,autonomous,0,1,0,52.4097047379,1,0,9.0753583416,15,0,15,9.0753583416,1,15.6470648141,3.36,3.5,1543.1351011695, ,0, ,,0,-0.235,1,4.6833333333,0
128,5, ,autonomous,0,1,0,52.4097047379,1,0,7.2277326191,15,0,15,7.2277326191,1,15.6599434033,5,3.22,1531.2875739689, ,0, ,,0,0.68,1,4.6833333333,0
129,5, ,autonomous,0,1,0,52.4097047379,1,0,2.5805812722,15,0,15,2.5805812722,1,15.6546809397,3.32,3.41,1532.3570992725, ,0, ,,0,-0.745,1,4.6833333333,0
130,5, ,autonomous,0,1,0,52.4014648661,1,0,0.368863861,15,0,15,0.368863861,1,15.6554418853,3.36,3.69,1562.9224774822, ,0, ,,0,0.16,1,4.6833333333,0
131,5, ,autonomous,0,1,0,52.4014648661,1,0,-0.2068892168,15,0,15,-0.2068892168,1,15.662379697,3.18,3.43,1583.2239061744, ,0, ,,0,-0.22,1,4.6833333333,0
132,5, ,autonomous,0,1,0,52.4097047379,1,0,-0.1753889354,15,0,15,-0.1753889354,1,15.6506905828,3.21,3.44,1602.8877625931, ,0, ,,0,0.02,1,4.6833333333,0
133,5, ,autonomous,0,1,0,52.6431677729,1,0,-0.0822079354,15,0,15,-0.0822079354,1,15.6686040283,3.38,5,1629.0720284423, ,0, ,,0,0.865,1,4.6833333333,0
