TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,EventAlert_Machine,RangeW_Machine,PupilChange_Human,Reliability_Machine,AverageTrust_Human,TrustChange_Human,ModeDelta_H2M
0,3, ,autonomous,49.9992370489,1,49.9992370489,0,1,0,0,20,0,20,0,1,0,4.87,4.47,72.64274299, ,0, ,,0,0,0.8,3.0165745856,0,0
1,3, ,autonomous,0,1,0,5.0029755093,1,0,-4.2827258197,20,0,20,-4.2827258197,1,1.0044714819,4.97,4.52,72.6142585358, ,0, ,,0,0.075,0.8,3.0165745856,0,0
2,3, ,autonomous,0,1,0,5.0029755093,1,0,-2.6401533144,20,0,20,-2.6401533144,1,2.9827933065,4.1,3.75,72.9288214702, ,0, ,,0,-0.82,0.8,3.0165745856,0,0
3,3, ,autonomous,0,1,0,5.0029755093,1,0,-1.7324642348,20,0,20,-1.7324642348,1,4.2726172087,4.38,3.95,71.8814244023, ,0, ,,0,0.24,0.8,3.0165745856,0,0
4,3, ,autonomous,0,1,0,5.0029755093,1,0,-1.3673020744,20,0,20,-1.3673020744,1,4.9220544556,4.49,4.09,71.9652264026, ,0, ,,0,0.125,0.8,3.0165745856,0,0
5,3,cyclist alarm,autonomous,0,1,0,5.0029755093,1,0,-1.0871471231,20,0,20,-1.0871471231,1,5.5678538734,4.6,4.13,72.5857964114, ,0,false alarm,false alarm,37.9906578064,0.075,0.8,3.0165745856,0,0
6,3,cyclist alarm,autonomous,0,1,0,5.0029755093,1,0,-0.8328539001,20,0,20,-0.8328539001,1,6.4040633703,4.43,4.04,73.101552677, ,0,false alarm,,31.9278945923,-0.13,0.8,3.0165745856,0,0
7,3,cyclist alarm,autonomous,0,1,0,5.0029755093,1,0,-0.6111120046,20,0,20,-0.6111120046,1,7.0058866267,4.18,3.9,73.2171621028, ,0,false alarm,,25.5967979431,-0.195,0.8,3.0165745856,0,0
8,3,cyclist alarm,autonomous,0,1,0,5.0029755093,1,0,-0.439822629,20,0,20,-0.439822629,1,7.492685155,4.63,4.1,71.7421872758, ,0,false alarm,,18.6075611115,0.325,0.8,3.0165745856,0,0
9,3, ,autonomous,0,1,0,5.0029755093,1,0,-0.3061486915,20,0,20,-0.3061486915,1,7.8946525755,4.54,4.28,71.7978173464, ,0, ,,0,0.045,0.8,3.0165745856,0,0
10,3, ,autonomous,0,1,0,5.0029755093,1,0,-0.2138939842,20,0,20,-0.2138939842,1,8.2156225654,4.64,4.25,72.3871845728, ,0, ,,0,0.035,0.8,3.0165745856,0,0
11,4, ,autonomous,0,1,0,5.0029755093,1,0,-0.1430523988,20,0,20,-0.1430523988,1,8.5334111541,4.66,4.21,73.0150849165, ,0, ,,0,-0.01,0.8,3.0165745856,1,0
12,4, ,autonomous,0,1,0,5.0029755093,1,0,-0.0938722231,20,0,20,-0.0938722231,1,8.8499160363,4.56,4.14,73.5369817481, ,0, ,,0,-0.085,0.8,3.0165745856,0,0
13,4, ,autonomous,0,1,0,5.0029755093,1,0,-0.0607624024,20,0,20,-0.0607624024,1,9.1813648794,4.56,4.09,73.9776291649, ,0, ,,0,-0.025,0.8,3.0165745856,0,0
14,4, ,autonomous,0,1,0,5.0029755093,1,0,-0.0429562836,20,0,20,-0.0429562836,1,9.6906158377,4.45,4.02,74.2743397011, ,0, ,,0,-0.09,0.8,3.0165745856,0,0
15,4, ,autonomous,0,1,0,5.0029755093,1,0,-0.0213437161,20,0,20,-0.0213437161,1,10.0182550428,4.11,3.81,74.543421543, ,0, ,,0,-0.275,0.8,3.0165745856,0,0
16,4, ,autonomous,0,1,0,5.0029755093,1,0,-0.0206823721,20,0,20,-0.0206823721,1,10.3108668157,4.05,3.64,74.3638175409, ,0, ,,0,-0.115,0.8,3.0165745856,0,0
17,4, ,autonomous,0,1,0,5.013962005,1,0,-0.008010785,20,0,20,-0.008010785,1,10.5614429278,4.19,3.78,74.393691415, ,0, ,,0,0.14,0.8,3.0165745856,0,0
18,4, ,autonomous,0,1,0,5.013962005,1,0,-0.0082435262,20,0,20,-0.0082435262,1,10.8097219419,4.07,3.75,74.4535112276, ,0, ,,0,-0.075,0.8,3.0165745856,0,0
19,4, ,autonomous,0,1,0,5.013962005,1,0,-0.0036909171,20,0,20,-0.0036909171,1,11.0134677116,4.18,3.86,74.7842474461, ,0, ,,0,0.11,0.8,3.0165745856,0,0
20,4, ,autonomous,0,1,0,5.0029755093,1,0,0.000956535,20,0,20,0.000956535,1,11.2316557686,4.29,3.96,75.1484181258, ,0, ,,0,0.105,0.8,3.0165745856,0,0
21,4, ,autonomous,0,1,0,5.0029755093,1,0,0.0014617268,20,0,20,0.0014617268,1,11.4374756587,4.31,4,75.4546140496, ,0, ,,0,0.03,0.8,3.0165745856,0,0
22,4, ,autonomous,0,1,0,5.0029755093,1,0,-0.0016717757,20,0,20,-0.0016717757,1,11.6314302664,4.25,3.98,75.7013732229, ,0, ,,0,-0.04,0.8,3.0165745856,0,0
23,4, ,autonomous,0,1,0,5.0029755093,1,0,-0.0035748616,20,0,20,-0.0035748616,1,11.8345558735,4.18,3.87,75.8875043635, ,0, ,,0,-0.09,0.8,3.0165745856,0,0
24,4, ,autonomous,0,1,0,5.0029755093,1,0,-0.0017874284,20,0,20,-0.0017874284,1,12.0466863685,4.47,4.11,76.0121011265, ,0, ,,0,0.265,0.8,3.0165745856,0,0
25,4, ,autonomous,0,1,0,5.0029755093,1,0,0.0065636186,20,0,20,0.0065636186,1,12.2375826907,4.35,3.97,76.2625261199, ,0, ,,0,-0.13,0.8,3.0165745856,0,0
26,4, ,autonomous,0,1,0,5.0029755093,1,0,0.0033371552,20,0,20,0.0033371552,1,12.4474171339,4.54,4.19,76.4514304063, ,0, ,,0,0.205,0.8,3.0165745856,0,0
27,4, ,autonomous,0,1,0,5.0029755093,1,0,-0.0002213894,20,0,20,-0.0002213894,1,12.6262962865,4.49,4.12,76.5462339253, ,0, ,,0,-0.06,0.8,3.0165745856,0,0
