TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,EventAlert_Machine,RangeW_Machine,PupilChange_Human,Reliability_Machine,AverageTrust_Human,TrustChange_Human,ModeDelta_H2M
52,3, ,autonomous,0,1,0,-0.0590524147,1,0,-0.9854104421,15,0,15,-0.9854104421,1,15.6683798781,3.96,4.86,175.4878562403, ,0, ,,0,-0.59,0.8,3.0944444444,0,0
53,3, ,autonomous,0,1,0,-0.0590524147,1,0,2.5814956824,20,0,20,2.5814956824,1,15.641378658,4.27,4.92,174.3314389317, ,0, ,,0,0.185,0.8,3.0944444444,0,0
54,3, ,autonomous,0,1,0,-0.0590524147,1,0,8.9833134734,15,0,15,8.9833134734,1,15.6647816213,4.66,5.19,174.3314389317, ,0, ,,0,0.33,0.8,3.0944444444,0,0
55,3, ,autonomous,0,1,0,-0.0590524147,1,0,24.9943837688,15,0,15,24.9943837688,1,15.6477557579,4.38,4.85,178.3612171369, ,0, ,,0,-0.31,0.8,3.0944444444,0,0
56,3, ,autonomous,0,1,0,-0.0590524147,1,0,69.9219797669,15,0,15,69.9219797669,1,15.6606572463,4.4,4.78,175.155888741, ,0, ,,0,-0.025,0.8,3.0944444444,0,0
57,3, ,autonomous,0,1,0,-0.0590524147,1,0,28.9629535385,15,0,15,28.9629535385,1,15.6553096199,5,5,174.4957074056, ,0, ,,0,0.41,0.8,3.0944444444,0,0
58,2, ,autonomous,0,1,0,-0.0590524147,1,0,12.8233722724,15,0,15,12.8233722724,1,15.6559884073,5,5,179.0510295434, ,0, ,,0,0,0.8,3.0944444444,-1,0
59,2, ,autonomous,0,1,0,-0.0590524147,1,0,8.726238554,15,0,15,8.726238554,1,15.6628812971,4.09,4.99,187.575030012, ,0, ,,0,-0.46,0.8,3.0944444444,0,0
60,2, ,autonomous,0,1,0,-0.0590524147,1,0,8.4063822819,15,0,15,8.4063822819,1,15.6511546013,4.54,5.08,184.5835794448, ,0, ,,0,0.27,0.8,3.0944444444,0,0
61,3, ,autonomous,0,1,0,-0.0590524147,1,0,16.1410332566,15,0,15,16.1410332566,1,15.6690368395,4.36,5,184.0332732158, ,0, ,,0,-0.13,0.8,3.0944444444,1,0
62,3, ,autonomous,0,1,0,-0.0590524147,1,0,15.8945234413,20,0,20,15.8945234413,1,15.6461785225,4.16,4.79,173.3522865167, ,0, ,,0,-0.205,0.8,3.0944444444,0,0
63,3, ,autonomous,0,1,0,-0.0590524147,1,0,7.5675444523,15,0,15,7.5675444523,1,15.6728954035,4.36,5,175.155888741, ,0, ,,0,0.205,0.8,3.0944444444,0,0
64,3, ,autonomous,0,1,0,-0.0590524147,1,0,15.4338298105,20,0,20,15.4338298105,1,15.6411652009,4.25,5,175.8210844644, ,0, ,,0,-0.055,0.8,3.0944444444,0,0
65,3, ,autonomous,0,1,0,-0.0590524147,1,0,20.2525030153,15,0,15,20.2525030153,1,15.6745210382,3.82,4.46,168.0051073553, ,0, ,,0,-0.485,0.8,3.0944444444,0,0
66,3, ,autonomous,0,1,0,-0.0590524147,1,0,30.1416102249,20,0,20,30.1416102249,1,15.6372312338,4.43,4.63,171.7445814585, ,0, ,,0,0.39,0.8,3.0944444444,0,0
67,3, ,autonomous,0,1,0,-0.0590524147,1,0,39.1301336036,15,0,15,39.1301336036,1,15.6744173189,4.02,4.59,177.8473358469, ,0, ,,0,-0.225,0.8,3.0944444444,0,0
68,3, ,autonomous,0,1,0,-0.0590524147,1,0,52.1624042862,20,0,20,52.1624042862,1,15.6337766701,4.17,4.96,180.9758216302, ,0, ,,0,0.26,0.8,3.0944444444,0,0
69,3, ,autonomous,0,1,0,-0.0590524147,1,0,28.5895360704,15,0,15,28.5895360704,1,15.6765413923,5,5,183.4862385321, ,0, ,,0,0.435,0.8,3.0944444444,0,0
70,3, ,autonomous,0,1,0,-0.0590524147,1,0,15.2442245865,20,0,20,15.2442245865,1,15.6357917979,4.04,4.7,185.3224610823, ,0, ,,0,-0.63,0.8,3.0944444444,0,0
71,3, ,autonomous,0,1,0,-0.0590524147,1,0,4.8696803934,15,0,15,4.8696803934,1,15.6732275842,4.21,4.6,187.3852265487, ,0, ,,0,0.035,0.8,3.0944444444,0,0
72,3, ,autonomous,0,1,0,-0.0590524147,1,0,0.7793876048,20,0,20,0.7793876048,1,15.636371836,4.28,4.55,188.9144972985, ,0, ,,0,0.01,0.8,3.0944444444,0,0
73,3, ,autonomous,0,1,0,-0.0590524147,1,0,-0.1284868371,15,0,15,-0.1284868371,1,15.6709479033,5,5,190.2732323617, ,0, ,,0,0.585,0.8,3.0944444444,0,0
74,3, ,autonomous,0,1,0,-0.0590524147,1,0,0.5596404939,20,0,20,0.5596404939,1,15.6397821531,4.27,5,191.2557854875, ,0, ,,0,-0.365,0.8,3.0944444444,0,0
75,3, ,autonomous,0,1,0,-0.0590524147,1,0,2.5232660374,15,0,15,2.5232660374,1,15.667602768,4.11,5,192.448327624, ,0, ,,0,-0.08,0.8,3.0944444444,0,0
76,3, ,autonomous,0,1,0,-0.0590524147,1,0,-9.8782625415,20,0,20,-9.8782625415,1,15.6452353243,4.22,5,191.8502033612, ,0, ,,0,0.055,0.8,3.0944444444,0,0
77,3, ,autonomous,0,1,0,-0.0590524147,1,0,-13.2491318679,15,0,15,-13.2491318679,1,15.6635287506,5,5,191.8502033612, ,0, ,,0,0.39,0.8,3.0944444444,0,0
78,3, ,autonomous,0,1,0,-0.0590524147,1,0,-12.0836267965,15,0,15,-12.0836267965,1,15.6521292158,4.01,5,193.4535324615, ,0, ,,0,-0.495,0.8,3.0944444444,0,0
79,3, ,autonomous,0,1,0,-0.0590524147,1,0,-9.986713326,15,0,15,-9.986713326,1,15.658994306,4.08,5,193.6558348503, ,0, ,,0,0.035,0.8,3.0944444444,0,0
80,3, ,autonomous,0,1,0,-0.0590524147,1,0,-7.2839538511,15,0,15,-7.2839538511,1,15.6534499166,5,5,193.2516523016, ,0, ,,0,0.46,0.8,3.0944444444,0,0
81,3, ,autonomous,0,1,0,-0.0590524147,1,0,-10.4004198307,15,0,15,-10.4004198307,1,15.6611066041,4.16,5,194.4692932986, ,0, ,,0,-0.42,0.8,3.0944444444,0,0
82,3, ,autonomous,0,1,0,-0.0590524147,1,0,-13.9684538055,15,0,15,-13.9684538055,1,15.6553964018,4.39,5,179.7461983679, ,0, ,,0,0.115,0.8,3.0944444444,0,0
83,3, ,autonomous,0,1,0,-0.0590524147,1,0,-18.7161060381,15,0,15,-18.7161060381,1,15.6561019547,4.24,5,168.4636118598, ,0, ,,0,-0.075,0.8,3.0944444444,0,0
84,3, ,autonomous,0,1,0,-0.0590524147,1,0,-20.9694018236,15,0,15,-20.9694018236,1,15.6629925831,4.31,5,173.0283420424, ,0, ,,0,0.035,0.8,3.0944444444,0,0
85,3, ,autonomous,0,1,0,-0.0590524147,1,0,-18.8952386751,15,0,15,-18.8952386751,1,15.6512631255,5,5,190.2732323617, ,0, ,,0,0.345,0.8,3.0944444444,0,0
86,2, ,autonomous,0,1,0,-0.0590524147,1,0,-15.9854385849,15,0,15,-15.9854385849,1,15.6691411176,4.33,5,186.6298383786, ,0, ,,0,-0.335,0.8,3.0944444444,-1,0
87,2, ,autonomous,0,1,0,-0.0590524147,1,0,60.6095446035,20,0,20,60.6095446035,1,15.6463453379,4.03,4.81,182.7618977995, ,0, ,,0,-0.245,0.8,3.0944444444,0,0
88,2, ,autonomous,0,1,0,-0.0590524147,1,0,46.577063314,15,0,15,46.577063314,1,15.6729833979,4.22,4.73,183.4862385321, ,0, ,,0,0.055,0.8,3.0944444444,0,0
89,2, ,autonomous,0,1,0,-0.0590524147,1,0,47.3345538702,20,0,20,47.3345538702,1,15.6412308857,4,5,176.4913519238, ,0, ,,0,0.025,0.8,3.0944444444,0,0
90,2, ,autonomous,0,1,0,-0.0590524147,1,0,50.5347188331,15,0,15,50.5347188331,1,15.6740830129,4.41,4.39,179.2243171554, ,0, ,,0,-0.1,0.8,3.0944444444,0,0
91,2, ,autonomous,0,1,0,-0.0590524147,1,0,52.2463085413,20,0,20,52.2463085413,1,15.6364131006,4.15,4.23,184.216343674, ,0, ,,0,-0.21,0.8,3.0944444444,0,0
92,2, ,autonomous,0,1,0,-0.0590524147,1,0,50.1712501392,15,0,15,50.1712501392,1,15.6767042151,4.12,4.38,186.8181138843, ,0, ,,0,0.06,0.8,3.0944444444,0,0
93,2, ,autonomous,0,1,0,-0.0590524147,1,0,52.2923699079,20,0,20,52.2923699079,1,15.638448015,3.72,4.43,189.3007231288, ,0, ,,0,-0.175,0.8,3.0944444444,0,0
94,2, ,autonomous,0,1,0,-0.0590524147,1,0,49.5759417907,15,0,15,49.5759417907,1,15.6742169617,3.89,4.37,190.8615490323, ,0, ,,0,0.055,0.8,3.0944444444,0,0
95,2, ,autonomous,0,1,0,-0.0590524147,1,0,51.9347928943,20,0,20,51.9347928943,1,15.6359022766,3.78,5,192.448327624, ,0, ,,0,0.26,0.8,3.0944444444,0,0
96,2, ,autonomous,0,1,0,-0.0590524147,1,0,49.3461909214,15,0,15,49.3461909214,1,15.6733719808,2.47,3.91,193.6558348503, ,0, ,,0,-1.2,0.8,3.0944444444,0,0
97,2, ,autonomous,0,1,0,-0.0590524147,1,0,51.9018029685,20,0,20,51.9018029685,1,15.6365055143,5,5,195.083886071, ,0, ,,0,1.81,0.8,3.0944444444,0,0
98,2, ,autonomous,0,1,0,-0.0590524147,1,0,48.7576520282,15,0,15,48.7576520282,1,15.6710754817,5,5,196.1168856639, ,0, ,,0,0,0.8,3.0944444444,0,0
99,2, ,autonomous,0,1,0,-0.0590524147,1,0,51.2838758103,20,0,20,51.2838758103,1,15.6398959896,3.14,4.11,196.9511954938, ,0, ,,0,-1.375,0.8,3.0944444444,0,0
100,2, ,autonomous,0,1,0,-0.0590524147,1,0,48.0541036593,15,0,15,48.0541036593,1,15.6677097967,4.49,4.6,198.2160555005, ,0, ,,0,0.92,0.8,3.0944444444,0,0
101,2, ,autonomous,0,1,0,-0.0590524147,1,0,50.1412647235,20,0,20,50.1412647235,1,15.6453318568,3.81,4.9,199.0683600749, ,0, ,,0,-0.19,0.8,3.0944444444,0,0
102,2,pedestrian alarm,autonomous,0,1,0,-0.0590524147,1,16.6626930237,132.8775722191,0,16.6626930237,0,132.8775722191,1,15.5973303936,4.8,5.61,196.7419532541, ,0,pedestrian detected,pedestrian detected,28.6674613953,0.85,0.8,3.0944444444,0,0
103,2,pedestrian alarm,autonomous,0,1,0,-0.0590524147,1,88.0374383926,-2.8307268074,0,88.0374383926,0,-2.8307268074,1,12.2728637552,5,5.06,193.0501930502, ,0,pedestrian detected,,14.3925123215,-0.175,0.8,3.0944444444,0,0
104,2,pedestrian alarm,autonomous,0,1,0,-0.0590524147,1,100,-12.5253905776,0,100,0,-12.5253905776,1,5.7535336697,3.78,4.45,176.9974158377, ,0,pedestrian detected,,5.9137339592,-0.915,0.8,3.0944444444,0,0
105,2, ,autonomous,0,1,0,-0.0590524147,1,0,5.0328473489,20,0,20,5.0328473489,1,3.6824428853,4.25,4.98,168.3104992089, ,0, ,,0,0.5,0.8,3.0944444444,0,0
106,2, ,autonomous,0,1,0,-0.0590524147,1,0,-5.4488574457,20,0,20,-5.4488574457,1,4.3866620479,3.64,4.61,174.9903755293, ,0, ,,0,-0.49,0.8,3.0944444444,0,0
107,2, ,autonomous,0,1,0,-0.0590524147,1,0,-0.4716980223,20,0,20,-0.4716980223,1,4.9873583646,5,5,169.8542650406, ,0, ,,0,0.875,0.8,3.0944444444,0,0
108,2, ,autonomous,0,1,0,-0.0590524147,1,0,-0.3630389155,20,0,20,-0.3630389155,1,5.6945023596,5,4.54,175.155888741, ,0, ,,0,-0.23,0.8,3.0944444444,0,0
109,2, ,autonomous,0,1,0,-0.0590524147,1,0,-0.2858331225,20,0,20,-0.2858331225,1,6.4840694718,4.17,5,176.3233064146, ,0, ,,0,-0.185,0.8,3.0944444444,0,0
110,3, ,autonomous,0,1,0,-0.0590524147,1,0,-0.191501924,20,0,20,-0.191501924,1,7.0700596394,4.57,4.79,180.7991321642, ,0, ,,0,0.095,0.8,3.0944444444,1,0
111,3, ,autonomous,0,1,0,-0.0590524147,1,0,-0.1122126021,20,0,20,-0.1122126021,1,7.5458125165,5,5,195.083886071, ,0, ,,0,0.32,0.8,3.0944444444,0,0
112,3, ,autonomous,0,1,0,-0.0590524147,1,0,-0.1024911833,20,0,20,-0.1024911833,1,7.9382341486,4.34,4.7,200.7951487892, ,0, ,,0,-0.48,0.8,3.0944444444,0,0
113,3, ,autonomous,0,1,0,-0.0590524147,1,0,-0.0622777566,20,0,20,-0.0622777566,1,8.2702730442,5,5,194.0617116243, ,0, ,,0,0.48,0.8,3.0944444444,0,0
114,3, ,autonomous,0,1,0,-0.0590524147,1,0,-0.0621708035,20,0,20,-0.0621708035,1,8.5876230946,4.03,5,195.2896144983, ,0, ,,0,-0.485,0.8,3.0944444444,0,0
115,3, ,autonomous,0,1,0,-0.0590524147,1,0,-0.0253093834,20,0,20,-0.0253093834,1,8.9039908913,4.43,5,197.5816012013, ,0, ,,0,0.2,0.8,3.0944444444,0,0
116,3, ,autonomous,0,1,0,-0.0590524147,1,0,-0.0162653111,20,0,20,-0.0162653111,1,9.2255887074,4.2,4.46,196.9511954938, ,0, ,,0,-0.385,0.8,3.0944444444,0,0
117,3, ,autonomous,0,1,0,-0.0590524147,1,0,-0.0202741838,20,0,20,-0.0202741838,1,9.7332959993,3.85,5,199.0683600749, ,0, ,,0,0.095,0.8,3.0944444444,0,0
118,3, ,autonomous,0,1,0,-0.0590524147,1,0,-0.0097880245,20,0,20,-0.0097880245,1,10.0548863522,4.12,4.44,201.2315370065, ,0, ,,0,-0.145,0.8,3.0944444444,0,0
119,3, ,autonomous,0,1,0,-0.0590524147,1,0,0.0072972999,20,0,20,0.0072972999,1,10.3439583132,4.18,4.4,202.9962242702, ,0, ,,0,0.01,0.8,3.0944444444,0,0
120,3, ,autonomous,0,1,0,-0.0590524147,1,0,0.0188691545,20,0,20,0.0188691545,1,10.6035338255,4.13,5,204.792135982, ,0, ,,0,0.275,0.8,3.0944444444,0,0
121,3, ,autonomous,0,1,0,-0.0590524147,1,0,0.009945475,20,0,20,0.009945475,1,10.8363586658,4.13,4.71,206.6201082689, ,0, ,,0,-0.145,0.8,3.0944444444,0,0
122,3, ,autonomous,0,1,0,-0.0590524147,1,0,0.0078719448,20,0,20,0.0078719448,1,11.0489266007,3.98,5,208.0126471689, ,0, ,,0,0.07,0.8,3.0944444444,0,0
123,3, ,autonomous,0,1,0,-0.0590524147,1,0,0.0060029476,20,0,20,0.0060029476,1,11.2564727785,4.06,4.7,209.661187521, ,0, ,,0,-0.11,0.8,3.0944444444,0,0
124,3, ,autonomous,0,1,0,-0.0590524147,1,0,0.0028865238,20,0,20,0.0028865238,1,11.4620089415,4.12,5,210.854805381, ,0, ,,0,0.18,0.8,3.0944444444,0,0
125,3, ,autonomous,0,1,0,-0.0590524147,1,0,0.0016093009,20,0,20,0.0016093009,1,11.6660152128,3.63,5,213.2832828563, ,0, ,,0,-0.245,0.8,3.0944444444,0,0
126,3, ,autonomous,0,1,0,-0.0590524147,1,0,0.0220580366,20,0,20,0.0220580366,1,11.8689602052,4.36,5,214.7674068983, ,0, ,,0,0.365,0.8,3.0944444444,0,0
127,3, ,autonomous,0,1,0,-0.0590524147,1,0,0.0214651475,20,0,20,0.0214651475,1,12.0708329745,4.39,5,216.0200466603, ,0, ,,0,0.015,0.8,3.0944444444,0,0
128,3, ,autonomous,0,1,0,-0.0590524147,1,0,0.0391007818,20,0,20,0.0391007818,1,12.271617814,5,5,217.5426383571, ,0, ,,0,0.305,0.8,3.0944444444,0,0
129,3, ,autonomous,0,1,0,-0.0590524147,1,0,-54.0746531523,20,0,20,-54.0746531523,1,12.4719590443,4.09,5,218.0549498474, ,0, ,,0,-0.455,0.8,3.0944444444,0,0
