TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,RangeW_Machine,PupilChange_Human,Reliability_Machine,AverageTrust_Human,TrustChange_Human
0.0,3.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,0.0,1.0,0.0,0.0,20.0,0.0,20.0,0.0,1.0,0.0,4.14,4.18,715.865322252502, ,0.0, ,0.0,0.0,0,3.945736434108527,0.0
1.0,3.0, ,autonomous,25.717555504692143,1.0,0.0,72.45181963836117,1.0,0.0,23.543829892723853,20.0,0.0,20.0,23.543829892723853,1.0,1.1007340988683576,3.86,4.05,718.443965322147, ,0.0, ,0.0,-0.20500000000000007,0,3.945736434108527,0.0
2.0,3.0, ,autonomous,15.49095902952621,1.0,0.0,72.47104600595101,1.0,0.0,3.861684427052872,20.0,0.0,20.0,3.861684427052872,1.0,3.064168731394417,3.71,3.89,719.6222271156531, ,0.0, ,0.0,-0.15500000000000025,0,3.945736434108527,0.0
3.0,3.0, ,autonomous,0.0,1.0,0.0,72.66056305790798,1.0,0.0,-3.6449721574089047,20.0,0.0,20.0,-3.6449721574089047,1.0,4.272621015925022,3.84,3.88,722.465885883335, ,0.0, ,0.0,0.06000000000000005,0,3.945736434108527,0.0
4.0,3.0, ,autonomous,0.0,1.0,0.0,72.6688029297322,1.0,0.0,-3.402399790261448,20.0,0.0,20.0,-3.402399790261448,1.0,4.922059393844501,3.86,3.96,716.5667509874651, ,0.0, ,0.0,0.050000000000000266,0,3.945736434108527,0.0
5.0,3.0, ,autonomous,0.0,1.0,0.0,72.6688029297322,1.0,0.0,-2.7037822767463204,20.0,0.0,20.0,-2.7037822767463204,1.0,5.567857018589153,4.03,4.17,693.683704648347, ,0.0, ,0.0,0.1899999999999995,0,3.945736434108527,0.0
6.0,0.0, ,manual,0.0,1.0,0.0,72.6688029297322,1.0,0.0,-145.3376058594644,0.0,0.0,20.0,4.6662178933224645,1.0,6.404760464398904,4.58,4.71,621.619941567726, ,0.0, ,0.0,0.5449999999999999,0,3.945736434108527,-3.0
7.0,3.0, ,autonomous,0.0,1.0,0.0,71.26527809567406,1.0,0.0,-39.84511644058415,20.0,0.0,20.0,-39.84511644058415,1.0,6.590256901562879,4.85,5.0,606.9065970747099, ,0.0, ,0.0,0.28000000000000025,0,3.945736434108527,3.0
8.0,3.0, ,autonomous,0.0,1.0,13.235675593194474,70.94941634241245,1.0,0.0,-3.302686047975195,20.0,0.0,20.0,-3.302686047975195,1.0,7.147822788000886,4.72,4.8,573.9869130983809, ,0.0, ,0.0,-0.16500000000000004,0,3.945736434108527,0.0
9.0,3.0, ,autonomous,0.0,1.0,30.075532158388647,72.56992446784163,1.0,0.0,-1.0725139851837628,20.0,0.0,20.0,-1.0725139851837628,1.0,7.609990737561235,4.81,4.78,465.07301646358496, ,0.0, ,0.0,0.03500000000000014,0,3.945736434108527,0.0
