TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,RangeW_Machine,HeartRate,PupilChange_Human,Reliability_Machine,Weather,AverageTrust_Human,TrustChange_Human,CurrentWheel_MachineDelta,Speed_Delta
0,3, ,autonomous,49.9992370489,1,49.9992370489,0,1,0,0,20,0,20,0,1,0,5,5,91.7549042996, ,0, ,0,96,0,0.8,sunny,3.8342541436,0,-0.204813878,7.8946525492
1,3, ,autonomous,0,1,0,7.6946669718,1,0,-10.5053360747,20,0,20,-10.5053360747,1,1.0044802612,5,5,90.3668895717, ,0, ,0,99,0,0.8,sunny,3.8342541436,0,10.3625489239,7.227144271
2,3, ,autonomous,0,1,0,7.6946669718,1,0,-4.0658528211,20,0,20,-4.0658528211,1,3.0641631092,5,5,89.5800487315, ,0, ,0,92,0,0.8,sunny,3.8342541436,0,3.974850595,5.4850922639
3,3, ,autonomous,0,1,0,7.6946669718,1,0,-1.3147352181,20,0,20,-1.3147352181,1,4.2726166889,5,5,87.7547080401, ,0, ,0,88,0,0.8,sunny,3.8342541436,0,1.2521150442,4.5931035253
4,3, ,autonomous,0,1,0,7.6946669718,1,0,-0.9262202598,20,0,20,-0.9262202598,1,4.9220539378,5,5,87.6716171907, ,0, ,0,80,0,0.8,sunny,3.8342541436,0,0.8860330567,4.2593109408
5,3, ,autonomous,0,1,0,7.6946669718,1,0,-0.7384349088,20,0,20,-0.7384349088,1,5.5085616022,5,5,90.4993755543, ,0, ,0,73,0,0.8,sunny,3.8342541436,0,0.714262805,4.1820542352
6,3, ,autonomous,0,1,0,7.6946669718,1,0,-0.5620410412,20,0,20,-0.5620410412,1,6.4040631655,5,5,92.4419464576, ,0, ,0,-1,0,0.8,sunny,3.8342541436,0,0.5419286152,3.5987890251
7,3, ,autonomous,0,1,0,7.6946669718,1,0,-0.4155397219,20,0,20,-0.4155397219,1,7.005886515,5,5,93.8473666429, ,0, ,0,-1,0,0.8,sunny,3.8342541436,0,34.2791727415,3.3054553098
8,3, ,autonomous,0,1,0,7.6946669718,1,0,-0.2989820169,20,0,20,-0.2989820169,1,7.4926850985,5,5,95.0028500855, ,0, ,0,-1,0,0.8,sunny,3.8342541436,0,-6.356168635,3.0687627422
9,3, ,autonomous,0,1,0,7.6946669718,1,0,-0.204813878,20,0,20,-0.204813878,1,7.8946525492,5,5,95.9379856861, ,0, ,0,-1,0,0.8,sunny,3.8342541436,0,-59.9702841524,2.9150707087
10,3, ,autonomous,0,1,0,7.6946669718,1,0,-0.1427871507,20,0,20,-0.1427871507,1,8.2316245322,5,5,96.6893564356, ,0, ,0,-1,0,0.8,sunny,3.8342541436,0,3.2337609345,2.7923643011
11,3, ,autonomous,0,1,0,7.6946669718,1,0,-0.0910022261,20,0,20,-0.0910022261,1,8.5492553731,5,5,97.2989803067, ,0, ,0,-1,0,0.8,sunny,3.8342541436,0,3.3643440749,2.6824007455
12,3, ,autonomous,0,1,0,7.6946669718,1,0,-0.0626201739,20,0,20,-0.0626201739,1,8.8657202142,5,5,97.9163402789, ,0, ,0,73,0,0.8,sunny,3.8342541436,0,-0.5016274077,2.5717569307
13,3, ,autonomous,0,1,0,7.6946669718,1,0,-0.0401872031,20,0,20,-0.0401872031,1,9.1813648785,5,5,98.5415845487, ,0, ,0,71,0,0.8,sunny,3.8342541436,0,-1.4006632054,2.4500661169
14,3, ,autonomous,0,1,0,7.6946669718,1,0,-0.0241721039,20,0,20,-0.0241721039,1,9.6906158374,5,5,99.0687537151, ,0, ,0,67,0,0.8,sunny,3.8342541436,0,-0.7472398538,2.154068492
15,3,obstacle alarm,autonomous,0,1,0,7.6946669718,1,0,-0.020112426,20,0,20,-0.0177386715,1,10.0028521906,5,5,99.6015936255, ,0,obstacle detected,39.1065406799,77,0,0.8,sunny,3.8342541436,0,-0.344916083,2.0438341982
16,3,obstacle alarm,autonomous,0,1,0,7.6946669718,1,0,33.8636330196,20,0,20,33.8636330196,1,10.3113418249,5,5,99.6015936255,obstacle detected,33.0639190674,obstacle detected,28.4618358612,73,0,0.8,sunny,3.8342541436,0,-34.031890286,1.936260642
17,3,obstacle alarm,autonomous,0,1,0,7.6946669718,1,0,-6.6551506519,20,0,20,-6.6551506519,1,10.5614478408,5,5,98.6465690723, ,0,obstacle detected,18.6737632751,67,0,0.8,sunny,3.8342541436,0,6.5728908641,1.8859692944
18,3,obstacle alarm,autonomous,0,1,0,7.6946669718,1,0,-60.1750980305,20,0,20,-60.1750980305,1,10.8097232579,5,5,94.5179584121, ,0,obstacle detected,8.1165304184,68,0,0.8,sunny,3.8342541436,0,60.1253707435,1.8363922115
