Subject,P(/mission_state.data=MissionState.Default|/machine_state.data=MachineState.Default), P(/visp_auto_tracker/status.data=1|/machine_state.data=MachineState.Default), P(/visp_auto_tracker/status.data=2|/machine_state.data=MachineState.Default), P(/visp_auto_tracker/status.data=3|/machine_state.data=MachineState.Default), P(/warning_state.data=WarningState.Default|/machine_state.data=MachineState.Default), P(/mission_state.data=MissionState.WaitingForUser|/machine_state.data=MachineState.Hovering), P(/visp_auto_tracker/status.data=1|/machine_state.data=MachineState.Hovering), P(/warning_state.data=WarningState.NoVicon|/machine_state.data=MachineState.Hovering), P(/mission_state.data=MissionState.WaitingForUser|/machine_state.data=MachineState.Landing), P(/visp_auto_tracker/status.data=1|/machine_state.data=MachineState.Landing), P(/warning_state.data=WarningState.LosingVicon|/machine_state.data=MachineState.Landing), P(/mission_state.data=MissionState.WaitingForUser|/machine_state.data=MachineState.LosingVicon), P(/visp_auto_tracker/status.data=1|/machine_state.data=MachineState.LosingVicon), P(/warning_state.data=WarningState.LosingVicon|/machine_state.data=MachineState.LosingVicon), P(/mission_state.data=MissionState.PossibleTargetDetected|/machine_state.data=MachineState.PossibleTargetDetected), P(/visp_auto_tracker/status.data=2|/machine_state.data=MachineState.PossibleTargetDetected), P(/visp_auto_tracker/status.data=3|/machine_state.data=MachineState.PossibleTargetDetected), P(/visp_auto_tracker/status.data=4|/machine_state.data=MachineState.PossibleTargetDetected), P(/warning_state.data=WarningState.Default|/machine_state.data=MachineState.PossibleTargetDetected), P(/mission_state.data=MissionState.Default|/machine_state.data=MachineState.Sweeping), P(/mission_state.data=MissionState.InsideSweepArea|/machine_state.data=MachineState.Sweeping), P(/visp_auto_tracker/status.data=1|/machine_state.data=MachineState.Sweeping), P(/visp_auto_tracker/status.data=3|/machine_state.data=MachineState.Sweeping), P(/warning_state.data=WarningState.Default|/machine_state.data=MachineState.Sweeping), P(/machine_state.data=MachineState.Default|/mission_state.data=MissionState.Default), P(/machine_state.data=MachineState.Sweeping|/mission_state.data=MissionState.Default), P(/visp_auto_tracker/status.data=1|/mission_state.data=MissionState.Default), P(/visp_auto_tracker/status.data=2|/mission_state.data=MissionState.Default), P(/visp_auto_tracker/status.data=3|/mission_state.data=MissionState.Default), P(/warning_state.data=WarningState.Default|/mission_state.data=MissionState.Default), P(/machine_state.data=MachineState.Sweeping|/mission_state.data=MissionState.InsideSweepArea), P(/visp_auto_tracker/status.data=1|/mission_state.data=MissionState.InsideSweepArea), P(/warning_state.data=WarningState.Default|/mission_state.data=MissionState.InsideSweepArea), P(/machine_state.data=MachineState.PossibleTargetDetected|/mission_state.data=MissionState.PossibleTargetDetected), P(/visp_auto_tracker/status.data=2|/mission_state.data=MissionState.PossibleTargetDetected), P(/visp_auto_tracker/status.data=3|/mission_state.data=MissionState.PossibleTargetDetected), P(/visp_auto_tracker/status.data=4|/mission_state.data=MissionState.PossibleTargetDetected), P(/warning_state.data=WarningState.Default|/mission_state.data=MissionState.PossibleTargetDetected), P(/machine_state.data=MachineState.LosingVicon|/mission_state.data=MissionState.WaitingForUser), P(/machine_state.data=MachineState.Hovering|/mission_state.data=MissionState.WaitingForUser), P(/machine_state.data=MachineState.Landing|/mission_state.data=MissionState.WaitingForUser), P(/visp_auto_tracker/status.data=1|/mission_state.data=MissionState.WaitingForUser), P(/warning_state.data=WarningState.LosingVicon|/mission_state.data=MissionState.WaitingForUser), P(/warning_state.data=WarningState.NoVicon|/mission_state.data=MissionState.WaitingForUser), P(/machine_state.data=MachineState.Default|/visp_auto_tracker/status.data=1), P(/machine_state.data=MachineState.Sweeping|/visp_auto_tracker/status.data=1), P(/machine_state.data=MachineState.LosingVicon|/visp_auto_tracker/status.data=1), P(/machine_state.data=MachineState.Hovering|/visp_auto_tracker/status.data=1), P(/machine_state.data=MachineState.Landing|/visp_auto_tracker/status.data=1), P(/mission_state.data=MissionState.Default|/visp_auto_tracker/status.data=1), P(/mission_state.data=MissionState.InsideSweepArea|/visp_auto_tracker/status.data=1), P(/mission_state.data=MissionState.WaitingForUser|/visp_auto_tracker/status.data=1), P(/warning_state.data=WarningState.Default|/visp_auto_tracker/status.data=1), P(/warning_state.data=WarningState.LosingVicon|/visp_auto_tracker/status.data=1), P(/warning_state.data=WarningState.NoVicon|/visp_auto_tracker/status.data=1), P(/machine_state.data=MachineState.Default|/visp_auto_tracker/status.data=2), P(/machine_state.data=MachineState.PossibleTargetDetected|/visp_auto_tracker/status.data=2), P(/mission_state.data=MissionState.Default|/visp_auto_tracker/status.data=2), P(/mission_state.data=MissionState.PossibleTargetDetected|/visp_auto_tracker/status.data=2), P(/warning_state.data=WarningState.Default|/visp_auto_tracker/status.data=2), P(/machine_state.data=MachineState.Default|/visp_auto_tracker/status.data=3), P(/machine_state.data=MachineState.Sweeping|/visp_auto_tracker/status.data=3), P(/machine_state.data=MachineState.PossibleTargetDetected|/visp_auto_tracker/status.data=3), P(/mission_state.data=MissionState.Default|/visp_auto_tracker/status.data=3), P(/mission_state.data=MissionState.PossibleTargetDetected|/visp_auto_tracker/status.data=3), P(/warning_state.data=WarningState.Default|/visp_auto_tracker/status.data=3), P(/machine_state.data=MachineState.PossibleTargetDetected|/visp_auto_tracker/status.data=4), P(/mission_state.data=MissionState.PossibleTargetDetected|/visp_auto_tracker/status.data=4), P(/warning_state.data=WarningState.Default|/visp_auto_tracker/status.data=4), P(/machine_state.data=MachineState.Default|/warning_state.data=WarningState.Default), P(/machine_state.data=MachineState.Sweeping|/warning_state.data=WarningState.Default), P(/machine_state.data=MachineState.PossibleTargetDetected|/warning_state.data=WarningState.Default), P(/mission_state.data=MissionState.Default|/warning_state.data=WarningState.Default), P(/mission_state.data=MissionState.PossibleTargetDetected|/warning_state.data=WarningState.Default), P(/mission_state.data=MissionState.InsideSweepArea|/warning_state.data=WarningState.Default), P(/visp_auto_tracker/status.data=1|/warning_state.data=WarningState.Default), P(/visp_auto_tracker/status.data=2|/warning_state.data=WarningState.Default), P(/visp_auto_tracker/status.data=3|/warning_state.data=WarningState.Default), P(/visp_auto_tracker/status.data=4|/warning_state.data=WarningState.Default), P(/machine_state.data=MachineState.LosingVicon|/warning_state.data=WarningState.LosingVicon), P(/machine_state.data=MachineState.Landing|/warning_state.data=WarningState.LosingVicon), P(/mission_state.data=MissionState.WaitingForUser|/warning_state.data=WarningState.LosingVicon), P(/visp_auto_tracker/status.data=1|/warning_state.data=WarningState.LosingVicon), P(/machine_state.data=MachineState.Hovering|/warning_state.data=WarningState.NoVicon), P(/mission_state.data=MissionState.WaitingForUser|/warning_state.data=WarningState.NoVicon), P(/visp_auto_tracker/status.data=1|/warning_state.data=WarningState.NoVicon)
,1.000,0.256,0.721,0.022,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.107,0.360,0.534,1.000,0.258,0.742,0.168,0.832,1.000,0.580,0.420,0.201,0.567,0.231,1.000,1.000,1.000,1.000,1.000,0.107,0.360,0.534,1.000,0.333,0.333,0.333,1.000,0.500,0.500,0.225,0.065,0.236,0.236,0.236,0.237,0.381,0.381,0.165,0.418,0.418,0.827,0.173,0.757,0.243,1.000,0.025,0.410,0.565,0.274,0.726,1.000,1.000,1.000,1.000,0.333,0.333,0.333,0.333,0.333,0.333,0.103,0.299,0.299,0.299,0.500,0.500,1.000,1.000,1.000,1.000,1.000
