TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,RangeW_Machine,PupilChange_Human
0,3, ,autonomous,49.9992370489,1,49.9992370489,0,1,0,0,20,0,20,0,1,0,3.67,3.5,274.4086493606, ,0, ,0,-0.3
1,3, ,autonomous,5.2567330434,1,49.9992370489,0.001373312,1,0,30.1370166386,20,0,20,30.1370166386,1,1.1007801132,3.77,3.69,270.9513100496, ,0, ,0,-0.3
2,3, ,autonomous,4.963759823,1,49.9992370489,0.001373312,1,0,5.4046008195,20,0,20,5.4046008195,1,3.0641800455,3.27,3.22,268.7666299352, ,0, ,0,-0.4
3,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-4.1016302319,20,0,20,-4.1016302319,1,4.2726222637,3.4,3.4,270.2921858529, ,0, ,0,-0.3
4,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-3.8845297061,20,0,20,-3.8845297061,1,4.9220611735,3.62,3.58,270.731245093, ,0, ,0,-0.3
5,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-3.0916931281,20,0,20,-3.0916931281,1,5.5678581574,3.43,3.42,270.2921858529, ,0, ,0,-0.3
6,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-2.3687031344,20,0,20,-2.3687031344,1,6.4040660256,3.24,3.25,277.7237759325, ,0, ,0,-0.4
7,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-1.7482780425,20,0,20,-1.7482780425,1,7.0058880659,3.17,3,288.4171665898, ,0, ,0,-0.4
8,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-1.2485704756,20,0,20,-1.2485704756,1,7.4926858748,5,2.88,275.5428193541, ,0, ,0,-0.2
9,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-0.8750975959,20,0,20,-0.8750975959,1,7.8946529181,3.39,3.5,272.613270814, ,0, ,0,-0.3
10,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-0.5953102239,20,0,20,-0.5953102239,1,8.2316246991,3.47,3.54,271.9460459045, ,0, ,0,-0.3
11,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-0.4020489856,20,0,20,-0.4020489856,1,8.5492554454,3.58,3.65,271.9460459045, ,0, ,0,-0.3
12,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-0.2612313066,20,0,20,-0.2612313066,1,8.8657202445,3.75,3.65,272.0570231521, ,0, ,0,-0.3
13,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-0.1666834857,20,0,20,-0.1666834857,1,9.1813648911,3.45,3.52,272.3904990194, ,0, ,0,-0.3
14,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-0.1147137762,20,0,20,-0.1147137762,1,9.6906158422,3.6,3.6,272.613270814, ,0, ,0,-0.3
15,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-0.0676601187,20,0,20,-0.0676601187,1,10.0182550443,3.39,3.37,273.7326179788, ,0, ,0,-0.3
16,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-0.0428053983,20,0,20,-0.0428053983,1,10.3108668162,3.59,3.54,274.8611950965, ,0, ,0,-0.3
17,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-0.0225463608,20,0,20,-0.0225463608,1,10.573909161,3.62,3.65,275.7707793282, ,0, ,0,-0.3
18,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-0.0153387586,20,0,20,-0.0153387586,1,10.8097219419,3.66,3.7,276.6864036301, ,0, ,0,-0.3
19,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-0.0100592358,20,0,20,-0.0100592358,1,11.0239140803,3.5,3.64,277.608128366, ,0, ,0,-0.3
20,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-0.0062098382,20,0,20,-0.0062098382,1,11.2316557687,3.14,3.15,278.5360147067, ,0, ,0,-0.4
21,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-0.0031979239,20,0,20,-0.0053259547,1,11.4272392695,3.19,3.31,279.3530184094, ,0, ,0,-0.4
22,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-0.000716654,20,0,20,-0.000716654,1,11.6416117127,3.36,3.34,280.0571316549, ,0, ,0,-0.4
23,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,0.0027425403,20,0,20,0.0027425403,1,11.8446842093,3.63,3.71,280.292625501, ,0, ,0,-0.3
24,3, ,autonomous,0,1,49.9992370489,0.001373312,1,0,0.0002433941,20,0,20,0.0002433941,1,12.0366119251,3.65,3.62,298.7571701721, ,0, ,0,-0.3
25,1, ,autonomous,0,1,49.9992370489,0.001373312,1,0,-0.001289307,20,0,20,-0.001289307,1,12.2476024625,3.7,3.73,287.9189220316, ,0, ,0,-0.3
26,1, ,autonomous,0,1,49.9992370489,0.001373312,1,0,0.0004129765,20,0,20,0.0004129765,1,12.4474171339,5,3.36,285.6979601166, ,0, ,0,-0.2
27,2, ,autonomous,0,1,49.9992370489,0.001373312,1,0,0.0004044595,20,0,20,0.0004044595,1,12.6461154691,3.64,3.56,285.8204475948, ,0, ,0,-0.3
28,2,pedestrian alarm,autonomous,0,1,49.9992370489,2.1519798581,1,0,0.0033882449,0,0,0,0.0033882449,1,12.873518519,3.82,3.73,284.7218267752, ,0,pedestrian detected,39.1130599976,-0.3
29,2,pedestrian alarm,autonomous,0,1,49.9992370489,3.0061799039,1,28.4455013275,0.0028217276,0,28.4455013275,0,0.0028217276,1,12.6512815499,3.8,3.75,284.115123448, ,0,pedestrian detected,26.3108997345,-0.3
30,2,pedestrian alarm,autonomous,0,1,49.9992370489,3.0061799039,1,79.6359920502,-0.0061827773,0,79.6359920502,0,-0.0061827773,1,9.3242685777,3.54,3.57,285.3311267726, ,0,pedestrian detected,16.07280159,-0.3
31,1,pedestrian alarm,autonomous,0,1,49.9992370489,3.0061799039,1,100,0.0069196692,0,100,0,0.0069196692,1,2.7938881123,3.71,3.64,285.3311267726, ,0,pedestrian detected,10.2896299362,-0.3
32,1, ,autonomous,0,1,49.9992370489,3.0144197757,1,0,0.0023153454,20,0,20,0.0023153454,1,1.8559810643,3.81,3.96,275.5428193541, ,0, ,0,-0.2
33,1, ,autonomous,0,1,49.9992370489,3.0144197757,1,0,-0.001642836,20,0,20,-0.001642836,1,3.3380167199,3.7,3.99,272.724793411, ,0, ,0,-0.3
34,1, ,autonomous,0,1,49.9992370489,3.0144197757,1,0,0.0025747539,20,0,20,0.0025747539,1,4.4146120554,3.73,3.61,271.8351591595, ,0, ,0,-0.3
35,1, ,autonomous,0,1,49.9992370489,2.8715953307,1,0,76.0069414137,20,0,20,76.0069414137,1,5.0083724799,3.28,3.38,268.9835113108, ,0, ,0,-0.4
36,1, ,autonomous,0,1,49.9992370489,-0.5726710918,1,0,76.5801955373,20,0,20,76.5801955373,1,5.7448545231,3.32,3.37,270.731245093, ,0, ,0,-0.4
37,1, ,autonomous,0,1,49.9992370489,-0.5726710918,1,0,51.6806401527,20,0,20,51.6806401527,1,6.5138775472,3.72,3.79,272.0570231521, ,0, ,0,-0.3
38,1, ,autonomous,0,1,49.9992370489,-0.5726710918,1,0,39.7679955406,20,0,20,39.7679955406,1,7.0935148903,3.45,3.46,272.8364072902, ,0, ,0,-0.3
39,3, ,autonomous,0,1,49.9992370489,-0.5726710918,1,0,28.5117601695,20,0,20,28.5117601695,1,7.5650084957,3.51,3.46,273.5080137848, ,0, ,0,-0.3
40,4, ,autonomous,0,1,49.9992370489,-0.5726710918,1,0,21.9069945612,20,0,20,21.9069945612,1,7.9361527168,3.55,3.5,274.6347358014, ,0, ,0,-0.3
41,4, ,autonomous,0,1,49.9992370489,-0.4820325017,1,0,-2.5366451831,20,0,20,-2.5366451831,1,8.2841300308,3.48,3.47,274.6347358014, ,0, ,0,-0.3
42,4, ,autonomous,0,1,49.9992370489,-0.4820325017,1,0,1.5820370629,20,0,20,1.5820370629,1,8.6013919279,3.35,3.42,275.088028169, ,0, ,0,-0.3
43,4, ,autonomous,0,1,49.9992370489,-0.4737926299,1,0,11.7446588883,20,0,20,11.7446588883,1,8.917724259,3.47,3.58,275.6567522121, ,0, ,0,-0.3
44,4, ,autonomous,0,1,49.9992370489,-0.4737926299,1,0,19.1187836079,20,0,20,19.1187836079,1,9.2532589337,3.43,3.48,291.315873802, ,0, ,0,-0.3
45,4, ,autonomous,0,1,49.9992370489,-0.4737926299,1,0,7.5609338169,20,0,20,7.5609338169,1,9.7488299384,3.3,3.21,290.8075726292, ,0, ,0,-0.4
46,4, ,autonomous,0,1,49.9992370489,-0.4737926299,1,0,8.8033855414,20,0,20,8.8033855414,1,10.068220324,3.59,3.5,298.4896424094, ,0, ,0,-0.3
47,4, ,autonomous,0,1,49.9992370489,-0.4737926299,1,0,11.1238321327,20,0,20,11.1238321327,1,10.3559844558,3.59,3.45,292.9801945388, ,0, ,0,-0.3
48,4, ,autonomous,0,1,49.9992370489,-0.4737926299,1,0,18.2531150241,20,0,20,18.2531150241,1,10.6143301862,3.23,3.38,295.1855241019, ,0, ,0,-0.4
49,4, ,autonomous,0,1,49.9992370489,-0.4737926299,1,0,-104.1670817694,20,0,20,-104.1670817694,1,10.8479301905,3.42,3.54,297.0267621113, ,0, ,0,-0.3
50,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-65.74559634,20,0,20,-65.74559634,1,11.0586757624,3.46,3.48,297.6899261729, ,0, ,0,-0.3
51,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-44.9915341829,20,0,20,-44.9915341829,1,11.2659734595,3.85,3.92,297.6899261729, ,0, ,0,-0.2
52,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-35.1947955091,20,0,20,-35.1947955091,1,11.4713016495,4.24,4.29,302.4163062872, ,0, ,0,-0.2
53,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-18.5079255999,20,0,20,-18.5079255999,1,11.675235669,3.6,3.85,305.3248656571, ,0, ,0,-0.3
54,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-22.9860546965,20,0,20,-22.9860546965,1,11.8780637134,3.43,3.55,307.4368985766, ,0, ,0,-0.3
55,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-22.4725656612,20,0,20,-26.4536054274,1,12.0697052662,3.56,3.6,308.5753078039, ,0, ,0,-0.3
56,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-23.8204993953,20,0,20,-23.8204993953,1,12.27043745,5,3.7,307.862816329, ,0, ,0,-0.2
57,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-19.7034664146,20,0,20,-19.7034664146,1,12.4800590284,3.39,3.42,309.1476798467, ,0, ,0,-0.3
58,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-15.1503763457,20,0,20,-15.1503763457,1,12.6785547193,3.45,3.49,311.0226424484, ,0, ,0,-0.3
59,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-9.4820224395,20,0,20,-9.4820224395,1,12.9254113113,3.49,3.47,311.7498519188, ,0, ,0,-0.3
60,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-8.2515207293,20,0,20,-8.2515207293,1,13.2474163077,3.54,3.64,312.7736769673, ,0, ,0,-0.3
61,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-6.5195469613,20,0,20,-6.5195469613,1,13.4673423672,3.43,3.63,313.5091074396, ,0, ,0,-0.3
62,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-5.2830503736,20,0,20,-5.2830503736,1,13.6726936471,3.29,3.41,314.693016962, ,0, ,0,-0.4
63,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-4.1132649943,20,0,20,-4.1132649943,1,13.8659548183,3.31,3.26,314.990392793, ,0, ,0,-0.4
64,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-2.20722293,20,0,20,-2.20722293,1,14.0487949541,3.25,3.24,317.3897863967, ,0, ,0,-0.4
65,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,0.6721371469,20,0,20,0.6721371469,1,14.2212798432,3.29,3.35,316.6360585143, ,0, ,0,-0.4
66,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,5.7605223011,20,0,20,5.7605223011,1,14.3842086002,3.35,3.44,318.603243381, ,0, ,0,-0.3
67,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,14.4289724908,20,0,20,14.4289724908,1,14.5380652511,3.16,3.32,318.603243381, ,0, ,0,-0.4
68,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,41.7308675859,20,0,20,41.7308675859,1,14.6841573786,3.3,3.36,319.9795213106, ,0, ,0,-0.4
69,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,-0.9944937661,20,0,20,-0.9944937661,1,14.8240935425,3.26,3.37,321.2128999101, ,0, ,0,-0.4
70,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,14.1599908255,20,0,20,14.1599908255,1,14.958025264,3.36,3.44,321.9886016035, ,0, ,0,-0.3
71,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,13.4845685779,20,0,20,13.4845685779,1,15.0856418882,3.4,3.45,323.2375472735, ,0, ,0,-0.3
72,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,10.8031952978,20,0,20,10.8031952978,1,15.2070900493,3.51,3.54,324.3383497665, ,0, ,0,-0.3
73,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,3.7195910904,20,0,20,3.7195910904,1,15.3221787931,3.6,3.55,325.2878797736, ,0, ,0,-0.3
74,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,13.7889790275,20,0,20,13.7889790275,1,15.431359068,3.44,3.52,326.4027156706, ,0, ,0,-0.3
75,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,19.2300892245,20,0,20,19.2300892245,1,15.5344897971,3.47,3.65,327.043202407, ,0, ,0,-0.3
76,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,8.9739178945,20,0,20,8.9739178945,1,15.6320047365,3.48,3.62,328.0086594286, ,0, ,0,-0.3
77,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,13.4796035654,15,0,15,13.4796035654,1,15.6767646289,3.34,3.45,328.4935286775, ,0, ,0,-0.3
78,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,23.9173701225,20,0,20,23.9173701225,1,15.6352348933,3.41,3.54,328.6554704703, ,0, ,0,-0.3
79,4, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,29.8369367791,15,0,15,29.8369367791,1,15.6702750833,3.57,3.63,324.812420827, ,0, ,0,-0.3
80,3, ,autonomous,0,1,49.9992370489,-0.4655527581,1,0,37.9583550042,20,0,20,37.9583550042,1,15.6391754887,3.72,3.75,313.8042489095, ,0, ,0,-0.3
81,2, ,autonomous,0,1,49.9992370489,-0.4573128862,1,0,50.0784159846,15,0,15,50.0784159846,1,15.667039821,3.48,3.56,310.7327077248, ,0, ,0,-0.3
82,2, ,autonomous,0,1,49.9992370489,-0.4573128862,1,0,45.0498341651,20,0,20,45.0498341651,1,15.6447327796,3.62,3.58,308.7182020252, ,0, ,0,-0.3
83,2, ,autonomous,0,1,49.9992370489,-0.4573128862,1,0,14.3632841384,15,0,15,14.3632841384,1,15.6630612205,3.38,3.37,306.8708380643, ,0, ,0,-0.3
84,2, ,autonomous,0,1,49.9992370489,-0.4573128862,1,0,1.3044383653,15,0,15,1.3044383653,1,15.6516741833,3.38,3.29,304.0715176209, ,0, ,0,-0.4
85,2, ,autonomous,0,1,49.9992370489,-0.4573128862,1,0,-3.5032471323,15,0,15,-5.8283823239,1,15.6609267197,3.4,3.43,299.4280923436, ,0, ,0,-0.3
86,2, ,autonomous,0,1,49.9992370489,-0.4573128862,1,0,-5.3689319847,15,0,15,-5.3689319847,1,15.6594070924,3.53,3.55,298.0892479208, ,0, ,0,-0.3
87,2, ,autonomous,0,1,49.9992370489,-0.4573128862,1,0,-6.1017066612,15,0,15,-6.1017066612,1,15.6538064553,3.45,3.5,298.6233463732, ,0, ,0,-0.3
88,2, ,autonomous,0,1,49.9992370489,-0.4573128862,1,0,-10.3286555899,15,0,15,-10.3286555899,1,15.6631602561,3.42,3.38,296.3665461443, ,0, ,0,-0.3
89,2, ,autonomous,0,1,49.9992370489,-0.4573128862,1,0,-14.9296217351,15,0,15,-14.9296217351,1,15.6514074341,3.99,3.96,298.2225933437, ,0, ,0,-0.2
90,2, ,autonomous,0,1,49.9992370489,-0.4573128862,1,0,-14.3548084887,15,0,15,-14.3548084887,1,15.6714411447,4.18,4.23,295.3162837399, ,0, ,0,-0.2
91,0, ,manual,0,1,49.9992370489,-0.4463263905,1,0,0.892652781,49.9992370489,0,20,-13.7609893882,1,15.6438159425,4.1,4.04,292.7229084948, ,0, ,0,-0.2
92,0, ,manual,0,1,49.9992370489,-4.3904783703,1,0,8.7809567407,49.9992370489,0,15,-68.6883668461,1,15.8768411269,4.47,4.43,279.0022878188, ,0, ,0,-0.1
93,0,cyclist alarm,manual,0,1,49.9992370489,-3.3714808881,1,0,6.7429617762,49.9992370489,0,15,-214.7871500876,1,16.9532454711,4.41,4.43,263.4560160181, ,0,cyclist detected,38.3539276123,-0.1
94,0,cyclist alarm,manual,0,1,15.8770122835,5.6346990158,1,0,-11.2693980316,15.8770122835,0,15,-178.4711572518,1,18.1617679925,4.5,4.5,251.5280327993, ,0,cyclist detected,24.9604434967,-0.1
95,0, ,manual,0,1,9.7703517205,24.2183566033,1,0,-48.4367132067,9.7703517205,0,15,-44.1435602526,1,18.7935913521,4.42,4.35,243.1788337143, ,0, ,0,-0.2
96,0, ,manual,0,1,17.3006790265,28.827191577,1,0,-57.654383154,17.3006790265,0,15,27.6318055434,1,18.6727992319,4.31,4.29,237.0398463982, ,0, ,0,-0.2
97,0, ,manual,0,1,14.2259861143,9.2712291142,1,0,-18.5424582284,14.2259861143,0,15,-942.0949721436,1,18.6487522221,4.07,3.98,232.7367514604, ,0, ,0,-0.2
98,3, ,autonomous,0,1,12.7412832837,1.0176241703,1,0,90.3926587239,15,0,15,90.3926587239,1,18.5828610403,4.05,3.96,233.9619110009, ,0, ,0,-0.2
99,3, ,autonomous,0,1,0,0.18814374,1,0,94.8510037872,15,0,15,94.8510037872,1,18.5281110032,4.24,4.19,230.2449806594, ,0, ,0,-0.2
100,3, ,autonomous,0,1,0,0.18814374,1,0,58.7543593469,15,0,15,58.7543593469,1,18.4852789911,4.23,4.16,230.1654889866, ,0, ,0,-0.2
101,3, ,autonomous,0,1,0,0.1991302358,1,0,50.9244191915,15,0,15,50.9244191915,1,18.445490434,3.75,3.75,237.885672146, ,0, ,0,-0.3
102,3, ,autonomous,0,1,0,0.1991302358,1,0,54.1495757321,15,0,15,54.1495757321,1,18.4068882117,3.72,3.72,220.6433961432, ,0, ,0,-0.3
