TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,RangeW_Machine,PupilChange_Human
0,3, ,autonomous,50,1,50,0,1,0,0,20,0,20,0,1,0,3.7,3.5,274, ,0, ,0,-0.3
1,3, ,autonomous,5,1,50,0,1,0,30,20,0,20,30,1,1,3.8,3.7,271, ,0, ,0,-0.3
2,3, ,autonomous,5,1,50,0,1,0,5,20,0,20,5,1,3,3.3,3.2,269, ,0, ,0,-0.4
3,3, ,autonomous,0,1,50,0,1,0,-4,20,0,20,-4,1,4,3.4,3.4,270, ,0, ,0,-0.3
4,3, ,autonomous,0,1,50,0,1,0,-4,20,0,20,-4,1,5,3.6,3.6,271, ,0, ,0,-0.3
5,3, ,autonomous,0,1,50,0,1,0,-3,20,0,20,-3,1,6,3.4,3.4,270, ,0, ,0,-0.3
6,3, ,autonomous,0,1,50,0,1,0,-2,20,0,20,-2,1,6,3.2,3.3,278, ,0, ,0,-0.4
7,3, ,autonomous,0,1,50,0,1,0,-2,20,0,20,-2,1,7,3.2,3.0,288, ,0, ,0,-0.4
8,3, ,autonomous,0,1,50,0,1,0,-1,20,0,20,-1,1,7,5.0,2.9,276, ,0, ,0,-0.2
9,3, ,autonomous,0,1,50,0,1,0,-1,20,0,20,-1,1,8,3.4,3.5,273, ,0, ,0,-0.3
10,3, ,autonomous,0,1,50,0,1,0,-1,20,0,20,-1,1,8,3.5,3.5,272, ,0, ,0,-0.3
11,3, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,9,3.6,3.7,272, ,0, ,0,-0.3
12,3, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,9,3.8,3.7,272, ,0, ,0,-0.3
13,3, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,9,3.5,3.5,272, ,0, ,0,-0.3
14,3, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,10,3.6,3.6,273, ,0, ,0,-0.3
15,3, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,10,3.4,3.4,274, ,0, ,0,-0.3
16,3, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,10,3.6,3.5,275, ,0, ,0,-0.3
17,3, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,11,3.6,3.7,276, ,0, ,0,-0.3
18,3, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,11,3.7,3.7,277, ,0, ,0,-0.3
19,3, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,11,3.5,3.6,278, ,0, ,0,-0.3
20,3, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,11,3.1,3.2,279, ,0, ,0,-0.4
21,3, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,11,3.2,3.3,279, ,0, ,0,-0.4
22,3, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,12,3.4,3.3,280, ,0, ,0,-0.4
23,3, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,12,3.6,3.7,280, ,0, ,0,-0.3
24,3, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,12,3.7,3.6,299, ,0, ,0,-0.3
25,1, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,12,3.7,3.7,288, ,0, ,0,-0.3
26,1, ,autonomous,0,1,50,0,1,0,0,20,0,20,0,1,12,5.0,3.4,286, ,0, ,0,-0.2
