TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,RangeW_Machine,PupilChange_Human
0,3, ,autonomous,49.9992370489,1,49.9992370489,0,1,0,0,20,0,20,0,1,0,3.41,3.52,248.0650922802, ,0, ,0,-0.3
1,3, ,autonomous,0,1,0,1.0533302815,1,0,1.3926522871,20,0,20,1.3926522871,1,1.1006615425,3.12,3.19,239.6817026988, ,0, ,0,-0.4
2,3, ,autonomous,0,1,0,1.0533302815,1,0,-1.3155491009,20,0,20,-1.3155491009,1,3.0641550915,3.12,3.13,238.5666913186, ,0, ,0,-0.4
3,3, ,autonomous,0,1,0,1.0533302815,1,0,-2.1210526455,20,0,20,-2.1210526455,1,4.2726177868,3.5,3.5,230.404128842, ,0, ,0,-0.3
4,3, ,autonomous,0,1,0,1.0533302815,1,0,-1.7845569389,20,0,20,-1.7845569389,1,4.9220551208,3.21,3.28,236.0327613473, ,0, ,0,-0.4
5,3, ,autonomous,0,1,0,1.0533302815,1,0,-1.413998111,20,0,20,-1.413998111,1,5.5678542986,3.31,3.4,234.4555941105, ,0, ,0,-0.4
6,5, ,autonomous,0,1,0,1.0533302815,1,0,-1.0880032274,20,0,20,-1.0880032274,1,6.4040636357,3.06,3.17,232.8993641847, ,0, ,0,-0.4
7,5, ,autonomous,0,1,0,1.0615701534,1,0,-0.8147535103,20,0,20,-0.8147535103,1,6.9788899454,8.19,5,229.2158525684, ,0, ,0,0.3
8,5, ,autonomous,0,1,0,1.7097734035,1,0,-0.5806204079,20,0,20,-0.5806204079,1,7.4703754699,3.48,3.52,226.4903062149, ,0, ,0,-0.3
9,5, ,autonomous,0,1,0,1.8718242161,1,0,-0.4009711711,20,0,20,-0.4009711711,1,7.8946526092,3.29,3.41,227.650420015, ,0, ,0,-0.4
10,5, ,autonomous,0,1,0,1.8718242161,1,0,-0.2685609587,20,0,20,-0.2685609587,1,8.2316245593,3.4,3.44,230.5634971871, ,0, ,0,-0.3
11,5, ,autonomous,0,1,0,2.2865644312,1,0,-0.1827252897,20,0,20,-0.1827252897,1,8.5492553849,3.34,3.4,228.7439668779, ,0, ,0,-0.3
12,5,truck alarm,autonomous,0,1,0,3.0418860151,1,0,-0.119065442,20,0,20,-0.119065442,1,8.8657202193,3.44,3.51,230.4837854657, ,0,truck detected,35.7992744446,-0.3
13,5,truck alarm,autonomous,0,1,0,3.0418860151,1,0,-0.080858544,20,0,20,-0.080858544,1,9.1813648807,3.52,3.53,233.4703025775, ,0,truck detected,11.9859142303,-0.3
14,5, ,autonomous,0,1,0,3.0418860151,1,0,-0.0502292721,20,0,20,-0.0502292721,1,9.6906158383,3.19,3.21,235.9492237271, ,0, ,0,-0.4
15,5, ,autonomous,0,1,0,3.0418860151,1,0,-0.0331263962,20,0,20,-0.0331263962,1,10.0182550429,3.11,3.24,238.1405982092, ,0, ,0,-0.4
16,5, ,autonomous,0,1,0,3.0693522545,1,0,-0.0212975485,20,0,20,-0.0212975485,1,10.3108668157,3.23,3.39,240.0268830109, ,0, ,0,-0.4
17,5, ,autonomous,0,1,0,3.0858319982,1,0,-0.010174988,20,0,20,-0.010174988,1,10.5739091609,3.45,3.52,241.7678061989, ,0, ,0,-0.3
