TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,RangeW_Machine,PupilChange_Human
0,3, ,autonomous,50,1,50,0,1,0,0,20,0,20,0,1,0,3.4,3.5,248, ,0, ,0,-0.3
1,3, ,autonomous,0,1,0,1,1,0,1,20,0,20,1,1,1,3.1,3.2,240, ,0, ,0,-0.4
2,3, ,autonomous,0,1,0,1,1,0,-1,20,0,20,-1,1,3,3.1,3.1,239, ,0, ,0,-0.4
3,3, ,autonomous,0,1,0,1,1,0,-2,20,0,20,-2,1,4,3.5,3.5,230, ,0, ,0,-0.3
4,3, ,autonomous,0,1,0,1,1,0,-2,20,0,20,-2,1,5,3.2,3.3,236, ,0, ,0,-0.4
5,3, ,autonomous,0,1,0,1,1,0,-1,20,0,20,-1,1,6,3.3,3.4,234, ,0, ,0,-0.4
6,5, ,autonomous,0,1,0,1,1,0,-1,20,0,20,-1,1,6,3.1,3.2,233, ,0, ,0,-0.4
7,5, ,autonomous,0,1,0,1,1,0,-1,20,0,20,-1,1,7,8.2,5.0,229, ,0, ,0,0.3
8,5, ,autonomous,0,1,0,2,1,0,-1,20,0,20,-1,1,7,3.5,3.5,226, ,0, ,0,-0.3
9,5, ,autonomous,0,1,0,2,1,0,0,20,0,20,0,1,8,3.3,3.4,228, ,0, ,0,-0.4
10,5, ,autonomous,0,1,0,2,1,0,0,20,0,20,0,1,8,3.4,3.4,231, ,0, ,0,-0.3
11,5, ,autonomous,0,1,0,2,1,0,0,20,0,20,0,1,9,3.3,3.4,229, ,0, ,0,-0.3
12,5,truck alarm,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,9,3.4,3.5,230, ,0,truck detected,35.7992744446,-0.3
13,5,truck alarm,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,9,3.5,3.5,233, ,0,truck detected,11.9859142303,-0.3
14,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,10,3.2,3.2,236, ,0, ,0,-0.4
15,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,10,3.1,3.2,238, ,0, ,0,-0.4
16,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,10,3.2,3.4,240, ,0, ,0,-0.4
17,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,11,3.5,3.5,242, ,0, ,0,-0.3
18,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,11,3.5,3.6,243, ,0, ,0,-0.3
19,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,11,3.8,3.9,245, ,0, ,0,-0.3
20,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,11,3.8,3.9,246, ,0, ,0,-0.3
21,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,11,3.9,3.9,247, ,0, ,0,-0.2
22,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,12,3.5,3.6,248, ,0, ,0,-0.3
23,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,12,3.7,3.8,249, ,0, ,0,-0.3
24,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,12,3.5,3.5,250, ,0, ,0,-0.3
25,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,12,3.6,3.7,251, ,0, ,0,-0.3
26,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,12,3.5,3.6,252, ,0, ,0,-0.3
27,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,13,3.7,3.8,253, ,0, ,0,-0.3
28,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,13,3.4,3.5,254, ,0, ,0,-0.3
29,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,13,3.2,3.3,254, ,0, ,0,-0.4
30,5, ,autonomous,0,1,0,3,1,0,0,20,0,20,0,1,13,3.2,3.3,255, ,0, ,0,-0.4
31,5, ,autonomous,0,1,0,3,1,0,44,20,0,20,44,1,14,3.3,3.4,251, ,0, ,0,-0.3
32,5, ,autonomous,0,1,0,3,1,0,10,20,0,20,10,1,14,3.7,3.8,250, ,0, ,0,-0.3
33,5, ,autonomous,0,1,0,3,1,0,30,20,0,20,30,1,14,3.5,3.6,250, ,0, ,0,-0.3
34,5, ,autonomous,0,1,0,3,1,0,8,20,0,20,8,1,14,3.3,3.1,268, ,0, ,0,-0.4
35,5, ,autonomous,0,1,0,3,1,0,13,20,0,20,13,1,14,3.3,3.5,257, ,0, ,0,-0.3
36,5, ,autonomous,0,1,0,3,1,0,17,20,0,20,17,1,15,3.1,3.2,263, ,0, ,0,-0.4
37,5, ,autonomous,0,1,0,3,1,0,11,20,0,20,11,1,15,3.1,3.2,257, ,0, ,0,-0.4
38,5, ,autonomous,0,1,0,3,1,0,13,20,0,20,13,1,15,3.0,3.1,248, ,0, ,0,-0.4
39,5, ,autonomous,0,1,0,3,1,0,-49,20,0,20,-49,1,15,3.0,3.1,247, ,0, ,0,-0.4
40,5, ,autonomous,0,1,0,3,1,0,-34,20,0,20,-29,1,15,3.0,3.0,248, ,0, ,0,-0.4
41,5, ,autonomous,0,1,0,3,1,0,-40,20,0,20,-40,1,15,2.8,2.9,249, ,0, ,0,-0.4
42,5, ,autonomous,0,1,0,3,1,0,-27,20,0,20,-27,1,15,3.2,3.2,254, ,0, ,0,-0.4
43,5, ,autonomous,0,1,0,3,1,0,-30,20,0,20,-30,1,15,3.1,3.1,248, ,0, ,0,-0.4
44,5, ,autonomous,0,1,0,3,1,0,-21,20,0,20,-21,1,16,3.4,3.4,244, ,0, ,0,-0.3
45,5, ,autonomous,0,1,0,3,1,0,-17,20,0,20,-17,1,16,3.3,3.5,244, ,0, ,0,-0.3
46,5, ,autonomous,0,1,0,3,1,0,-19,15,0,15,-19,1,16,3.4,5.0,255, ,0, ,0,-0.2
47,5, ,autonomous,0,1,0,3,1,0,-11,20,0,20,-11,1,16,5.0,5.0,257, ,0, ,0,0
