TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,RangeW_Machine,PupilChange_Human
0,3, ,autonomous,49.9992370489,1,49.9992370489,0,1,0,0,20,0,20,0,1,0,4.13,4.37,259.0539350293, ,0, ,0,-0.2
1,3, ,autonomous,0,1,0,2.0531013962,1,0,30.1370166386,20,0,20,30.1370166386,1,1.1007801132,3.99,4.05,259.3562777187, ,0, ,0,-0.2
2,3, ,autonomous,0,1,0,2.0531013962,1,0,5.4046008195,20,0,20,5.4046008195,1,3.0641800455,3.51,3.44,259.7605008182, ,0, ,0,-0.3
3,3, ,autonomous,0,1,0,2.0531013962,1,0,-4.1016302319,20,0,20,-4.1016302319,1,4.2726222637,3.66,3.69,258.7522964266, ,0, ,0,-0.3
4,3, ,autonomous,0,1,0,2.0531013962,1,0,-3.8845297061,20,0,20,-3.8845297061,1,4.9220611735,3.77,3.81,259.5582318893, ,0, ,0,-0.3
5,3, ,autonomous,0,1,0,2.0531013962,1,0,-3.0916931281,20,0,20,-3.0916931281,1,5.5678581574,3.74,3.65,260.064495995, ,0, ,0,-0.3
6,3, ,autonomous,0,1,0,2.0531013962,1,0,-2.3687031344,20,0,20,-2.3687031344,1,6.4040660256,3.68,3.62,259.7605008182, ,0, ,0,-0.3
7,3, ,autonomous,0,1,0,2.0531013962,1,0,-1.7482780425,20,0,20,-1.7482780425,1,7.0058880659,4.09,4.12,254.6019298826, ,0, ,0,-0.2
8,4, ,autonomous,0,1,0,2.0531013962,1,0,-1.2736811187,20,0,20,-1.2736811187,1,7.4703761443,3.47,3.41,254.504733788, ,0, ,0,-0.3
9,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.8750975959,20,0,20,-0.8750975959,1,7.8946529181,3.32,3.26,258.0511973576, ,0, ,0,-0.4
10,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.5953102239,20,0,20,-0.5953102239,1,8.2316246991,3.57,3.6,258.9533107181, ,0, ,0,-0.3
11,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.4020489856,20,0,20,-0.4020489856,1,8.5492554454,3.85,4.01,256.5615619468, ,0, ,0,-0.2
12,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.2612313066,20,0,20,-0.2612313066,1,8.8657202445,3.69,3.88,255.0890260701, ,0, ,0,-0.3
13,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.1666834857,20,0,20,-0.1666834857,1,9.1813648911,3.62,3.67,254.6019298826, ,0, ,0,-0.3
14,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.1147137762,20,0,20,-0.1147137762,1,9.6906158422,3.51,3.49,252.4806221123, ,0, ,0,-0.3
15,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.0676601187,20,0,20,-0.0676601187,1,10.0182550443,3.67,3.69,255.4800470083, ,0, ,0,-0.3
16,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.0428053983,20,0,20,-0.0428053983,1,10.3108668162,3.49,3.68,270.2921858529, ,0, ,0,-0.3
17,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.0228678966,20,0,20,-0.0228678966,1,10.561442928,3.74,3.88,263.7687275797, ,0, ,0,-0.3
18,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.0153387586,20,0,20,-0.0153387586,1,10.8097219419,3.67,3.78,270.8412328693, ,0, ,0,-0.3
19,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.0100592358,20,0,20,-0.0100592358,1,11.0239140803,3.76,3.87,263.2479532472, ,0, ,0,-0.3
20,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.0045048629,20,0,20,-0.0045048629,1,11.2213019355,3.99,3.52,269.0920833109, ,0, ,0,-0.3
21,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.0031979239,20,0,20,-0.0031979239,1,11.4374756587,3.7,3.71,259.8617535471, ,0, ,0,-0.3
22,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.000716654,20,0,20,-0.000716654,1,11.6416117127,4.11,4.22,259.8617535471, ,0, ,0,-0.2
23,4, ,autonomous,0,1,0,2.0531013962,1,0,0.0027425403,20,0,20,0.0027425403,1,11.8446842093,3.63,3.65,256.5615619468, ,0, ,0,-0.3
24,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.0028359404,20,0,20,-0.0028359404,1,12.0466863685,3.87,3.92,254.6019298826, ,0, ,0,-0.2
25,4, ,autonomous,0,1,0,2.0531013962,1,0,-0.001289307,20,0,20,-0.001289307,1,12.2476024625,3.87,3.84,248.2498386376, ,0, ,0,-0.3
26,4, ,autonomous,0,1,0,2.0531013962,1,0,0.0004129765,20,0,20,0.0004129765,1,12.4474171339,4.2,4.13,242.119025713, ,0, ,0,-0.2
27,4, ,autonomous,0,1,0,2.0531013962,1,0,0.0004044595,20,0,20,0.0004044595,1,12.6461154691,4.03,3.97,238.9086652173, ,0, ,0,-0.2
28,4,pedestrian alarm,autonomous,6.7170214389,1,0,2.0531013962,1,0,0.0033882449,0,0,0,0.0033882449,1,12.873518519,3.82,3.7,236.7872703163, ,0,pedestrian detected,39.1130599976,-0.3
29,2,pedestrian alarm,autonomous,4.963759823,1,0,2.0531013962,1,28.4455013275,0.0028217276,0,28.4455013275,0,0.0028217276,1,12.6512815499,3.88,3.83,235.11708831, ,0,pedestrian detected,26.3108997345,-0.3
30,1,pedestrian alarm,autonomous,6.7170214389,1,0,2.0531013962,1,82.2185516357,-0.0002966048,0,82.2185516357,0,-0.0002966048,1,9.0647514162,4.18,4.12,234.5380772568, ,0,pedestrian detected,15.5562896729,-0.2
31,1,pedestrian alarm,autonomous,4.0878919661,1,0,1.9075303273,1,100,0.0069196692,0,100,0,0.0069196692,1,2.7938881123,3.72,3.65,235.0341974757, ,0,pedestrian detected,10.2896299362,-0.3
32,1, ,autonomous,0,1,0,-2.3991760128,1,0,0.0023153454,20,0,20,0.0023153454,1,1.8559810643,4.15,4.14,234.7858752817, ,0, ,0,-0.2
33,1, ,autonomous,0,1,0,-2.3469901579,1,0,0.0092187586,20,0,20,0.0092187586,1,3.2666019204,4.19,4.3,234.0440470897, ,0, ,0,-0.2
34,3, ,autonomous,0,1,0,-2.3552300298,1,0,0.0025747539,20,0,20,0.0025747539,1,4.4146120554,3.64,3.69,234.8685910233, ,0, ,0,-0.3
35,2, ,autonomous,0,1,0,-2.3469901579,1,0,76.0069414137,20,0,20,76.0069414137,1,5.0083724799,3.71,3.77,232.3312113749, ,0, ,0,-0.3
36,2, ,autonomous,0,1,0,-2.3469901579,1,0,76.5801955373,20,0,20,76.5801955373,1,5.7448545231,3.85,3.71,230.3245272589, ,0, ,0,-0.3
37,2, ,autonomous,0,1,0,-2.3469901579,1,0,51.6806401527,20,0,20,51.6806401527,1,6.5138775472,3.41,3.53,228.5087518852, ,0, ,0,-0.3
38,2, ,autonomous,0,1,0,-2.3469901579,1,0,39.7679955406,20,0,20,39.7679955406,1,7.0935148903,3.54,3.67,230.1654889866, ,0, ,0,-0.3
39,2, ,autonomous,0,1,0,-2.3469901579,1,0,29.4087811234,20,0,20,29.4087811234,1,7.5434151253,3.35,3.38,231.8464249281, ,0, ,0,-0.3
